Date,Tournament,Series,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Score
2024-01-01,Hong Kong Tennis Open,ATP250,Hard,1st Round,3,Bonzi B.,Ruusuvuori E.,Ruusuvuori E.,73,69,738,771,7-6 2-6 1-6
2024-01-01,Hong Kong Tennis Open,ATP250,Hard,1st Round,3,Van De Zandschulp B.,Mochizuki S.,Van De Zandschulp B.,50,137,930,457,7-5 6-1
2024-01-01,Hong Kong Tennis Open,ATP250,Hard,1st Round,3,Kotov P.,Borges N.,Kotov P.,67,66,791,799,6-2 6-4
2024-01-01,Hong Kong Tennis Open,ATP250,Hard,1st Round,3,Djere L.,Shang J.,Shang J.,33,183,1285,335,7-6 3-6 6-7
2024-01-01,Brisbane International,ATP250,Hard,1st Round,3,Safiullin R.,Shelton B.,Safiullin R.,39,17,1122,2145,6-3 6-7 6-3
2024-01-01,Brisbane International,ATP250,Hard,1st Round,3,Dimitrov G.,Murray A.,Dimitrov G.,14,42,2570,1050,4-6 7-5 6-2
2024-01-01,Brisbane International,ATP250,Hard,1st Round,3,Purcell M.,Rune H.,Rune H.,45,8,1012,3660,6-4 4-6 2-6
2024-01-02,Brisbane International,ATP250,Hard,1st Round,3,Fucsovics M.,Arnaldi M.,Arnaldi M.,59,44,882,1021,7-6 4-6 6-7
2024-01-02,Hong Kong Tennis Open,ATP250,Hard,1st Round,3,Daniel T.,Kecmanovic M.,Kecmanovic M.,75,54,737,905,3-6 2-6
2024-01-02,Hong Kong Tennis Open,ATP250,Hard,1st Round,3,Broady L.,Cachin P.,Broady L.,108,70,608,763,6-4 6-0
2024-01-02,Brisbane International,ATP250,Hard,1st Round,3,Wolf J.J.,Duckworth J.,Duckworth J.,53,116,910,573,3-6 4-6
2024-01-02,Brisbane International,ATP250,Hard,1st Round,3,Altmaier D.,Tu L.,Altmaier D.,56,225,891,280,7-6 7-6
2024-01-02,Brisbane International,ATP250,Hard,1st Round,3,Etcheverry T.,Machac T.,Machac T.,30,78,1375,722,7-6 5-7 6-7
2024-01-02,Brisbane International,ATP250,Hard,1st Round,3,Thompson J.,Vukic A.,Thompson J.,55,62,902,835,6-3 6-2
2024-01-02,Brisbane International,ATP250,Hard,1st Round,3,Nadal R.,Thiem D.,Nadal R.,672,98,45,652,7-5 6-1
2024-01-02,Hong Kong Tennis Open,ATP250,Hard,1st Round,3,Gojo B.,Fils A.,Fils A.,72,36,744,1158,3-6 6-4 1-6
2024-01-02,Brisbane International,ATP250,Hard,1st Round,3,Klein L.,Baez S.,Klein L.,170,28,359,1435,4-6 6-3 6-4
2024-01-02,Hong Kong Tennis Open,ATP250,Hard,1st Round,3,Mcdonald M.,Ofner S.,Ofner S.,41,43,1055,1048,1-6 2-6
2024-01-02,Hong Kong Tennis Open,ATP250,Hard,1st Round,3,Struff J.L.,Cilic M.,Struff J.L.,25,674,1522,45,3-6 7-6 7-6
2024-01-02,Hong Kong Tennis Open,ATP250,Hard,1st Round,3,Marozsan F.,Bautista Agut R.,Bautista Agut R.,64,57,805,886,2-6 3-6
2024-01-02,Brisbane International,ATP250,Hard,1st Round,3,Kokkinakis T.,Hijikata R.,Hijikata R.,65,71,802,744,6-7 2-6
2024-01-02,Hong Kong Tennis Open,ATP250,Hard,1st Round,3,Musetti L.,Wong C.,Musetti L.,27,253,1470,238,6-4 7-5
2024-01-02,Brisbane International,ATP250,Hard,1st Round,3,Korda S.,Hanfmann Y.,Hanfmann Y.,24,51,1530,914,5-7 4-6
2024-01-02,Hong Kong Tennis Open,ATP250,Hard,1st Round,3,Huesler M.A.,Sachko V.,Huesler M.A.,194,169,312,360,6-4 6-4
2024-01-03,Brisbane International,ATP250,Hard,2nd Round,3,Hanfmann Y.,Duckworth J.,Duckworth J.,51,116,914,573,6-4 1-6 6-7
2024-01-03,Brisbane International,ATP250,Hard,2nd Round,3,Rune H.,Shevchenko A.,Rune H.,8,48,3660,947,6-4 5-7 6-2
2024-01-03,Brisbane International,ATP250,Hard,1st Round,3,Humbert U.,Michelsen A.,Humbert U.,20,97,1765,653,6-4 6-4
2024-01-03,Brisbane International,ATP250,Hard,2nd Round,3,Arnaldi M.,Klein L.,Arnaldi M.,44,170,1021,359,6-4 3-6 7-5
2024-01-03,Brisbane International,ATP250,Hard,2nd Round,3,Popyrin A.,Safiullin R.,Safiullin R.,40,39,1084,1122,7-6 4-6 6-7
2024-01-03,Hong Kong Tennis Open,ATP250,Hard,2nd Round,3,Tiafoe F.,Kecmanovic M.,Tiafoe F.,16,54,2310,905,6-3 7-6
2024-01-03,Hong Kong Tennis Open,ATP250,Hard,2nd Round,3,Khachanov K.,Ruusuvuori E.,Ruusuvuori E.,15,69,2520,771,6-7 6-2 2-6
2024-01-03,Hong Kong Tennis Open,ATP250,Hard,2nd Round,3,Van De Zandschulp B.,Shang J.,Shang J.,50,183,930,335,7-6 6-7 6-7
2024-01-03,Hong Kong Tennis Open,ATP250,Hard,2nd Round,3,Kotov P.,Musetti L.,Kotov P.,67,27,791,1470,6-4 6-3
2024-01-04,Hong Kong Tennis Open,ATP250,Hard,2nd Round,3,Rublev A.,Broady L.,Rublev A.,5,108,4805,608,6-4 7-6
2024-01-04,Hong Kong Tennis Open,ATP250,Hard,2nd Round,3,Bautista Agut R.,Cerundolo F.,Bautista Agut R.,57,21,886,1760,7-5 6-3
2024-01-04,Hong Kong Tennis Open,ATP250,Hard,2nd Round,3,Struff J.L.,Ofner S.,Ofner S.,25,43,1522,1048,7-6 6-7 6-7
2024-01-04,Brisbane International,ATP250,Hard,2nd Round,3,Machac T.,Hijikata R.,Hijikata R.,78,71,722,744,7-5 2-6 6-7
2024-01-04,Hong Kong Tennis Open,ATP250,Hard,2nd Round,3,Huesler M.A.,Fils A.,Fils A.,194,36,312,1158,5-7 5-7
2024-01-04,Brisbane International,ATP250,Hard,2nd Round,3,Kubler J.,Nadal R.,Nadal R.,102,672,631,45,1-6 2-6
2024-01-04,Brisbane International,ATP250,Hard,2nd Round,3,Dimitrov G.,Altmaier D.,Dimitrov G.,14,56,2570,891,6-1 6-2
2024-01-05,Hong Kong Tennis Open,ATP250,Hard,Quarterfinals,3,Rublev A.,Fils A.,Rublev A.,5,36,4805,1158,6-4 1-6 6-2
2024-01-05,Hong Kong Tennis Open,ATP250,Hard,Quarterfinals,3,Kotov P.,Ruusuvuori E.,Ruusuvuori E.,67,69,791,771,3-6 6-7
2024-01-05,Hong Kong Tennis Open,ATP250,Hard,Quarterfinals,3,Tiafoe F.,Shang J.,Shang J.,16,183,2310,335,4-6 4-6
2024-01-05,Brisbane International,ATP250,Hard,Quarterfinals,3,Nadal R.,Thompson J.,Thompson J.,672,55,45,902,7-5 6-7 3-6
2024-01-05,Brisbane International,ATP250,Hard,Quarterfinals,3,Duckworth J.,Rune H.,Rune H.,116,8,573,3660,2-6 6-7
2024-01-05,Brisbane International,ATP250,Hard,Quarterfinals,3,Safiullin R.,Arnaldi M.,Safiullin R.,39,44,1122,1021,7-6 6-2
2024-01-05,Hong Kong Tennis Open,ATP250,Hard,Quarterfinals,3,Ofner S.,Bautista Agut R.,Ofner S.,43,57,1048,886,6-4 6-4
2024-01-05,Brisbane International,ATP250,Hard,Quarterfinals,3,Dimitrov G.,Hijikata R.,Dimitrov G.,14,71,2570,744,6-1 6-4
2024-01-06,Hong Kong Tennis Open,ATP250,Hard,Semifinals,3,Ofner S.,Ruusuvuori E.,Ruusuvuori E.,43,69,1048,771,6-4 5-7 3-6
2024-01-06,Hong Kong Tennis Open,ATP250,Hard,Semifinals,3,Rublev A.,Shang J.,Rublev A.,5,183,4805,335,4-6 6-2 6-3
2024-01-06,Brisbane International,ATP250,Hard,Semifinals,3,Thompson J.,Dimitrov G.,Dimitrov G.,55,14,902,2570,3-6 5-7
2024-01-06,Brisbane International,ATP250,Hard,Semifinals,3,Rune H.,Safiullin R.,Rune H.,8,39,3660,1122,6-4 7-6
2024-01-07,ASB Classic,ATP250,Hard,1st Round,3,Giron M.,Altmaier D.,Altmaier D.,60,57,860,906,6-7 2-6
2024-01-07,Brisbane International,ATP250,Hard,The Final,3,Dimitrov G.,Rune H.,Dimitrov G.,14,8,2570,3660,7-6 6-4
2024-01-07,ASB Classic,ATP250,Hard,1st Round,3,Daniel T.,Vukic A.,Daniel T.,74,63,739,835,7-5 7-5
2024-01-07,Hong Kong Tennis Open,ATP250,Hard,The Final,3,Ruusuvuori E.,Rublev A.,Rublev A.,69,5,771,4805,4-6 4-6
2024-01-08,Adelaide International,ATP250,Hard,1st Round,3,Kokkinakis T.,Lajovic D.,Lajovic D.,68,52,792,914,6-3 1-6 4-6
2024-01-08,Adelaide International,ATP250,Hard,1st Round,3,Draper J.,Baez S.,Draper J.,62,26,836,1435,6-1 6-3
2024-01-08,Adelaide International,ATP250,Hard,1st Round,3,Etcheverry T.,Shevchenko A.,Shevchenko A.,30,48,1375,961,6-7 6-4 5-7
2024-01-08,Adelaide International,ATP250,Hard,1st Round,3,Arnaldi M.,Zapata Miralles B.,Arnaldi M.,41,77,1062,715,6-4 6-3
2024-01-08,Adelaide International,ATP250,Hard,1st Round,3,Kecmanovic M.,Mcdonald M.,Kecmanovic M.,55,42,910,1055,6-4 6-2
2024-01-08,ASB Classic,ATP250,Hard,1st Round,3,Michelsen A.,Borges N.,Borges N.,92,66,659,799,6-0 6-7 3-6
2024-01-08,ASB Classic,ATP250,Hard,1st Round,3,Muller A.,Bonzi B.,Muller A.,79,110,711,588,6-3 7-5
2024-01-08,ASB Classic,ATP250,Hard,1st Round,3,Tabilo A.,Gojo B.,Tabilo A.,82,91,707,664,1-6 6-3 6-2
2024-01-08,ASB Classic,ATP250,Hard,1st Round,3,Eubanks C.,Van De Zandschulp B.,Van De Zandschulp B.,34,59,1235,865,6-7 2-6
2024-01-08,ASB Classic,ATP250,Hard,1st Round,3,Bautista Agut R.,Carballes Baena R.,Carballes Baena R.,51,67,916,796,4-6 3-6
2024-01-08,ASB Classic,ATP250,Hard,1st Round,3,Marozsan F.,Monfils G.,Marozsan F.,65,75,805,737,6-4 6-7 7-6
2024-01-08,ASB Classic,ATP250,Hard,1st Round,3,Wolf J.J.,Van Assche L.,Van Assche L.,54,87,910,687,4-6 2-6
2024-01-09,Adelaide International,ATP250,Hard,1st Round,3,Sonego L.,Hanfmann Y.,Sonego L.,46,49,990,929,7-5 2-6 7-6
2024-01-09,ASB Classic,ATP250,Hard,2nd Round,3,Altmaier D.,Auger-Aliassime F.,Altmaier D.,57,27,906,1425,7-6 7-5
2024-01-09,Adelaide International,ATP250,Hard,1st Round,3,Bublik A.,Mccabe J.,Bublik A.,31,278,1369,207,6-2 6-3
2024-01-09,ASB Classic,ATP250,Hard,2nd Round,3,Cerundolo F.,Muller A.,Muller A.,22,79,1760,711,1-6 1-6
2024-01-09,Adelaide International,ATP250,Hard,1st Round,3,Walton A.,Lehecka J.,Lehecka J.,176,32,348,1337,1-6 3-6
2024-01-09,Adelaide International,ATP250,Hard,1st Round,3,Hijikata R.,Evans D.,Evans D.,70,40,782,1096,3-6 4-6
2024-01-09,ASB Classic,ATP250,Hard,1st Round,3,Pannu K.,Purcell M.,Purcell M.,716,45,37,1006,4-6 4-6
2024-01-09,ASB Classic,ATP250,Hard,1st Round,3,Ofner S.,Shapovalov D.,Ofner S.,37,116,1132,560,6-4 6-2
2024-01-09,Adelaide International,ATP250,Hard,1st Round,3,Diaz Acosta F.,Thompson J.,Thompson J.,93,47,655,982,2-6 2-6
2024-01-09,Adelaide International,ATP250,Hard,1st Round,3,Bolt A.,Seyboth Wild T.,Bolt A.,325,78,159,714,6-3 6-2
2024-01-09,Adelaide International,ATP250,Hard,1st Round,3,Rinderknech A.,O Connell C.,O Connell C.,97,71,626,780,4-6 4-6
2024-01-09,ASB Classic,ATP250,Hard,1st Round,3,Fils A.,Gasquet R.,Fils A.,35,76,1208,735,6-3 6-4
2024-01-10,Adelaide International,ATP250,Hard,2nd Round,3,Arnaldi M.,Jarry N.,Jarry N.,41,18,1062,1830,7-6 6-7 4-6
2024-01-10,Adelaide International,ATP250,Hard,2nd Round,3,Draper J.,Kecmanovic M.,Draper J.,62,55,836,910,5-7 7-6 7-6
2024-01-10,Adelaide International,ATP250,Hard,2nd Round,3,Paul T.,Bolt A.,Paul T.,14,325,2665,159,6-3 6-2
2024-01-10,Adelaide International,ATP250,Hard,2nd Round,3,Lajovic D.,Lehecka J.,Lehecka J.,52,32,914,1337,5-7 6-4 3-6
2024-01-10,Adelaide International,ATP250,Hard,2nd Round,3,Bublik A.,Evans D.,Bublik A.,31,40,1369,1096,4-6 6-2 6-1
2024-01-10,Adelaide International,ATP250,Hard,2nd Round,3,Thompson J.,Musetti L.,Musetti L.,47,25,982,1435,4-6 1-6
2024-01-10,Adelaide International,ATP250,Hard,2nd Round,3,O Connell C.,Shevchenko A.,O Connell C.,71,48,780,961,6-3 6-1
2024-01-10,Adelaide International,ATP250,Hard,2nd Round,3,Sonego L.,Korda S.,Korda S.,46,29,990,1380,4-6 6-7
2024-01-10,ASB Classic,ATP250,Hard,2nd Round,3,Ofner S.,Carballes Baena R.,Carballes Baena R.,37,67,1132,796,5-7 3-6
2024-01-10,ASB Classic,ATP250,Hard,Quarterfinals,3,Muller A.,Daniel T.,Daniel T.,79,74,711,739,4-6 7-6 3-6
2024-01-10,ASB Classic,ATP250,Hard,2nd Round,3,Norrie C.,Van Assche L.,Norrie C.,19,87,1810,687,6-3 6-7 6-1
2024-01-10,ASB Classic,ATP250,Hard,2nd Round,3,Van De Zandschulp B.,Tabilo A.,Tabilo A.,59,82,865,707,5-7 3-6
2024-01-10,ASB Classic,ATP250,Hard,2nd Round,3,Fils A.,Borges N.,Fils A.,35,66,1208,799,6-2 6-0
2024-01-10,ASB Classic,ATP250,Hard,2nd Round,3,Shelton B.,Marozsan F.,Shelton B.,16,65,2145,805,6-3 6-4
2024-01-10,ASB Classic,ATP250,Hard,2nd Round,3,Purcell M.,Daniel T.,Daniel T.,45,74,1006,739,2-6 4-6
2024-01-11,Adelaide International,ATP250,Hard,Quarterfinals,3,Paul T.,Draper J.,Draper J.,14,62,2665,836,1-6 4-6
2024-01-11,Adelaide International,ATP250,Hard,Quarterfinals,3,Bublik A.,Musetti L.,Bublik A.,31,25,1369,1435,6-3 6-7 7-5
2024-01-11,Adelaide International,ATP250,Hard,Quarterfinals,3,Jarry N.,Lehecka J.,Lehecka J.,18,32,1830,1337,4-6 5-7
2024-01-11,Adelaide International,ATP250,Hard,Quarterfinals,3,Korda S.,O Connell C.,Korda S.,29,71,1380,780,6-4 6-4
2024-01-11,ASB Classic,ATP250,Hard,Quarterfinals,3,Shelton B.,Carballes Baena R.,Shelton B.,16,67,2145,796,6-4 6-3
2024-01-12,Adelaide International,ATP250,Hard,Semifinals,3,Lehecka J.,Korda S.,Lehecka J.,32,29,1337,1380,6-2 6-1
2024-01-12,Adelaide International,ATP250,Hard,Semifinals,3,Bublik A.,Draper J.,Draper J.,31,62,1369,836,6-7 4-6
2024-01-12,ASB Classic,ATP250,Hard,Semifinals,3,Tabilo A.,Fils A.,Tabilo A.,82,35,707,1208,6-2 7-5
2024-01-12,ASB Classic,ATP250,Hard,Semifinals,3,Shelton B.,Daniel T.,Daniel T.,16,74,2145,739,5-7 6-7
2024-01-13,ASB Classic,ATP250,Hard,The Final,3,Daniel T.,Tabilo A.,Tabilo A.,74,82,739,707,2-6 5-7
2024-01-13,Adelaide International,ATP250,Hard,The Final,3,Lehecka J.,Draper J.,Lehecka J.,32,62,1337,836,4-6 6-4 6-3
2024-01-14,Australian Open,Grand Slam,Hard,1st Round,5,Sinner J.,Van De Zandschulp B.,Sinner J.,4,59,6490,890,6-4 7-5 6-3
2024-01-14,Australian Open,Grand Slam,Hard,1st Round,5,Machac T.,Mochizuki S.,Machac T.,75,136,748,457,7-5 6-1 7-5
2024-01-14,Australian Open,Grand Slam,Hard,1st Round,5,Arnaldi M.,Walton A.,Arnaldi M.,41,174,1077,354,7-6 6-2 6-4
2024-01-14,Australian Open,Grand Slam,Hard,1st Round,5,Shevchenko A.,Munar J.,Munar J.,48,82,975,706,3-6 3-6 1-6
2024-01-14,Australian Open,Grand Slam,Hard,1st Round,5,Cerundolo F.,Sweeny D.,Cerundolo F.,21,257,1760,228,3-6 6-3 6-4 2-6 6-2
2024-01-14,Australian Open,Grand Slam,Hard,1st Round,5,Seyboth Wild T.,Rublev A.,Rublev A.,77,5,718,5010,5-7 4-6 6-3 6-4 6-7
2024-01-14,Australian Open,Grand Slam,Hard,1st Round,5,Rinderknech A.,Kotov P.,Kotov P.,94,65,629,835,5-7 1-6 7-6 7-6 3-6
2024-01-14,Australian Open,Grand Slam,Hard,1st Round,5,De Jong J.,Cachin P.,De Jong J.,161,74,393,763,4-6 6-2 6-3 6-4
2024-01-14,Australian Open,Grand Slam,Hard,1st Round,5,Diaz Acosta F.,Fritz T.,Fritz T.,90,12,661,2840,6-4 3-6 6-3 2-6 4-6
2024-01-14,Australian Open,Grand Slam,Hard,1st Round,5,Galan D.E.,Kubler J.,Galan D.E.,87,113,676,561,2-6 6-3 7-6 4-6 7-6
2024-01-14,Australian Open,Grand Slam,Hard,1st Round,5,Harris L.,Halys Q.,Halys Q.,167,110,371,575,6-4 6-7 5-7 6-7
2024-01-14,Australian Open,Grand Slam,Hard,1st Round,5,Djokovic N.,Prizmic D.,Djokovic N.,1,187,11055,321,6-2 6-7 6-3 6-4
2024-01-14,Australian Open,Grand Slam,Hard,1st Round,5,Coric B.,Tiafoe F.,Tiafoe F.,40,17,1100,2100,3-6 6-7 6-2 3-6
2024-01-14,Australian Open,Grand Slam,Hard,1st Round,5,Garin C.,O Connell C.,O Connell C.,86,68,680,814,6-3 5-7 6-4 1-6 5-7
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Gaston H.,Carballes Baena R.,Gaston H.,97,63,626,846,6-3 6-2 3-6 6-4
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Kypson P.,Ruusuvuori E.,Ruusuvuori E.,183,53,330,921,6-4 3-6 4-6 6-7
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Musetti L.,Bonzi B.,Musetti L.,28,106,1440,588,7-6 7-6 4-6 6-2
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Bautista Agut R.,Shelton B.,Shelton B.,72,16,776,2225,2-6 6-7 5-7
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Korda S.,Kopriva V.,Korda S.,26,132,1480,498,6-1 6-4 2-6 4-6 6-2
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Khachanov K.,Altmaier D.,Khachanov K.,15,50,2430,946,5-7 6-3 7-6 7-6
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Polmans M.,Popyrin A.,Popyrin A.,154,43,406,1052,3-6 6-7 2-6
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Mannarino A.,Wawrinka S.,Mannarino A.,19,56,1765,907,6-4 3-6 5-7 6-3 6-0
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Duckworth J.,Van Assche L.,Van Assche L.,95,79,628,715,7-6 3-6 6-3 3-6 3-6
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Tsitsipas S.,Bergs Z.,Tsitsipas S.,7,129,4025,508,5-7 6-1 6-1 6-3
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Davidovich Fokina A.,Lestienne C.,Davidovich Fokina A.,24,99,1530,619,6-4 6-4 7-6
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Shapovalov D.,Mensik J.,Mensik J.,114,142,560,433,3-6 5-7 5-7
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Jarry N.,Cobolli F.,Cobolli F.,18,100,1870,617,4-6 6-3 3-6 6-2 5-7
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Vukic A.,Thompson J.,Thompson J.,64,47,835,982,6-3 6-7 2-6 6-3 4-6
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Coria F.,Zhang Zh.,Zhang Zh.,84,54,694,911,4-6 6-7 6-7
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Eubanks C.,Daniel T.,Eubanks C.,35,58,1215,893,6-4 6-2 6-3
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Murray A.,Etcheverry T.,Etcheverry T.,44,32,1050,1375,4-6 2-6 2-6
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Monfils G.,Hanfmann Y.,Monfils G.,76,52,737,929,6-4 6-3 7-5
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Goffin D.,Humbert U.,Humbert U.,112,20,570,1765,2-6 5-7 7-5 3-6
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Hijikata R.,Struff J.L.,Struff J.L.,71,25,782,1511,6-3 3-6 2-6 7-6 6-7
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Muller A.,Grenier H.,Grenier H.,73,178,774,340,6-2 6-7 6-4 4-6 6-7
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Watanuki Y.,Kecmanovic M.,Kecmanovic M.,102,60,610,890,6-4 5-7 3-6 4-6
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Auger-Aliassime F.,Thiem D.,Auger-Aliassime F.,30,92,1425,654,6-3 7-5 6-7 5-7 6-3
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Kovacevic A.,Tabilo A.,Kovacevic A.,101,49,611,970,6-7 7-6 1-6 6-1 6-3
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Borges N.,Marterer M.,Borges N.,69,96,814,626,7-5 7-6 6-2
2024-01-15,Australian Open,Grand Slam,Hard,1st Round,5,Hurkacz H.,Jasika O.,Hurkacz H.,9,343,3320,148,7-6 6-4 6-2
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Dimitrov G.,Fucsovics M.,Dimitrov G.,13,70,2775,782,4-6 6-3 7-6 6-2
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Fils A.,Vesely J.,Fils A.,34,293,1233,188,4-6 7-5 6-2 6-3
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Zeppieri G.,Lajovic D.,Zeppieri G.,133,51,487,939,6-3 3-6 6-3 7-6
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Safiullin R.,Griekspoor T.,Griekspoor T.,36,31,1190,1410,6-2 6-3 6-7 4-6 5-7
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Michelsen A.,Mccabe J.,Michelsen A.,91,269,656,214,7-6 3-6 6-1 6-2
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Djere L.,Cazaux A.,Cazaux A.,33,122,1250,529,2-6 7-6 2-6 6-3 2-6
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Norrie C.,Varillas J. P.,Norrie C.,22,81,1710,709,6-4 6-4 6-2
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Zapata Miralles B.,Lehecka J.,Lehecka J.,78,23,715,1555,3-6 2-6 3-6
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Valkusz M.,Purcell M.,Purcell M.,214,45,291,1021,6-3 6-7 4-6 5-7
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Ramos-Vinolas A.,Ruud C.,Ruud C.,85,11,688,2910,1-6 3-6 1-6
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Bublik A.,Nagal S.,Nagal S.,27,137,1459,450,4-6 2-6 6-7
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Rune H.,Nishioka Y.,Rune H.,8,61,3815,865,6-2 4-6 7-6 6-4
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Klein L.,Kwon S.W.,Klein L.,163,697,391,40,7-6 4-6 7-6 6-3
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Gasquet R.,Alcaraz C.,Alcaraz C.,131,2,500,8855,6-7 1-6 2-6
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Zverev A.,Koepfer D.,Zverev A.,6,62,4275,858,4-6 6-3 7-6 6-3
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Evans D.,Sonego L.,Sonego L.,38,46,1121,1005,6-4 6-7 2-6 6-7
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Giron M.,Draper J.,Draper J.,66,55,825,911,4-6 6-3 6-4 0-6 2-6
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Barrere G.,Paul T.,Paul T.,83,14,696,2670,2-6 3-6 3-6
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Shang J.,Mcdonald M.,Shang J.,140,42,435,1055,6-3 1-6 3-6 6-4 6-2
2024-01-16,Australian Open,Grand Slam,Hard,1st Round,5,Kokkinakis T.,Ofner S.,Kokkinakis T.,80,37,711,1141,7-6 2-6 6-7 6-1 7-6
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Fritz T.,Gaston H.,Fritz T.,12,97,2840,626,6-0 6-3 6-1
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Sinner J.,De Jong J.,Sinner J.,4,161,6490,393,6-2 6-2 6-2
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Cerundolo F.,Marozsan F.,Marozsan F.,21,67,1760,823,6-7 4-6 2-6
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Arnaldi M.,De Minaur A.,De Minaur A.,41,10,1077,2950,3-6 0-6 3-6
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Baez S.,Galan D.E.,Baez S.,29,87,1435,676,7-5 2-6 6-2 6-4
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Kotov P.,Cobolli F.,Cobolli F.,65,100,835,617,5-7 3-6 7-5 2-6
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Kovacevic A.,Khachanov K.,Khachanov K.,101,15,611,2430,4-6 3-6 6-4 3-6
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Van Assche L.,Musetti L.,Van Assche L.,79,28,715,1440,6-3 3-6 6-7 6-3 6-0
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Rublev A.,Eubanks C.,Rublev A.,5,35,5010,1215,6-4 6-4 6-4
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Machac T.,Tiafoe F.,Machac T.,75,17,748,2100,6-4 6-4 7-6
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Popyrin A.,Djokovic N.,Djokovic N.,43,1,1052,11055,3-6 6-4 6-7 3-6
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Monfils G.,Etcheverry T.,Etcheverry T.,76,32,737,1375,4-6 4-6 4-6
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Tsitsipas S.,Thompson J.,Tsitsipas S.,7,47,4025,982,4-6 7-6 6-2 7-6
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Halys Q.,Korda S.,Korda S.,110,26,575,1480,4-6 4-6 4-6
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Munar J.,Mannarino A.,Mannarino A.,82,19,706,1765,3-6 3-6 6-1 6-2 3-6
2024-01-17,Australian Open,Grand Slam,Hard,2nd Round,5,Shelton B.,O Connell C.,Shelton B.,16,68,2225,814,6-4 6-1 3-6 7-6
2024-01-18,Australian Open,Grand Slam,Hard,2nd Round,5,Davidovich Fokina A.,Borges N.,Borges N.,24,69,1530,814,6-7 3-6 3-6
