Date,Tournament,Series,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Score
2024-05-28,French Open,Grand Slam,Clay,1st Round,5,Bublik A.,Barrere G.,Bublik A.,17,112,2110,575,6-4 7-5 6-3
2024-05-28,French Open,Grand Slam,Clay,1st Round,5,Herbert P.H.,Djokovic N.,Djokovic N.,142,1,450,9960,4-6 6-7 4-6
2024-05-28,French Open,Grand Slam,Clay,1st Round,5,Griekspoor T.,Mcdonald M.,Griekspoor T.,25,74,1635,735,6-3 6-4 1-6 6-2
2024-05-28,French Open,Grand Slam,Clay,1st Round,5,Struff J.L.,Burruchaga R.,Struff J.L.,41,144,1090,431,6-3 6-2 6-1
2024-05-28,French Open,Grand Slam,Clay,1st Round,5,Kokkinakis T.,Popyrin A.,Kokkinakis T.,100,51,623,961,4-6 7-6 6-3 5-7 6-3
2024-05-28,French Open,Grand Slam,Clay,1st Round,5,Hijikata R.,Darderi L.,Darderi L.,78,40,723,1092,3-6 6-7 1-6
2024-05-28,French Open,Grand Slam,Clay,1st Round,5,Medjedovic H.,Cobolli F.,Cobolli F.,135,53,492,940,2-6 3-6 7-6 3-6
2024-05-28,French Open,Grand Slam,Clay,1st Round,5,Zeppieri G.,Mannarino A.,Zeppieri G.,148,22,420,1865,4-6 6-2 6-1 6-2
2024-05-28,French Open,Grand Slam,Clay,1st Round,5,Evans D.,Rune H.,Rune H.,62,13,831,2700,4-6 4-6 4-6
2024-05-29,French Open,Grand Slam,Clay,2nd Round,5,Alcaraz C.,De Jong J.,Alcaraz C.,3,176,7300,344,6-3 6-4 2-6 6-2
2024-05-29,French Open,Grand Slam,Clay,2nd Round,5,Altmaier D.,Tsitsipas S.,Tsitsipas S.,83,9,702,3700,3-6 2-6 7-6 4-6
2024-05-29,French Open,Grand Slam,Clay,2nd Round,5,Kotov P.,Wawrinka S.,Kotov P.,56,98,892,628,7-6 6-4 1-6 7-6
2024-05-29,French Open,Grand Slam,Clay,2nd Round,5,Martinez P.,Rublev A.,Rublev A.,48,6,995,4700,3-6 4-6 3-6
2024-05-29,French Open,Grand Slam,Clay,2nd Round,5,Gasquet R.,Sinner J.,Sinner J.,124,2,515,8770,4-6 2-6 4-6
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Sonego L.,Zhang Zh.,Zhang Zh.,49,44,991,1056,5-7 6-3 1-6 4-6
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Griekspoor T.,Darderi L.,Griekspoor T.,25,40,1635,1092,7-6 6-3 6-3
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Nakashima B.,Hurkacz H.,Hurkacz H.,84,8,700,3885,7-6 1-6 3-6 6-7
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Dimitrov G.,Marozsan F.,Dimitrov G.,10,43,3555,1083,6-0 6-3 6-4
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Carballes Baena R.,Djokovic N.,Djokovic N.,63,1,816,9960,4-6 1-6 2-6
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Bergs Z.,Marterer M.,Bergs Z.,104,101,611,622,3-6 6-3 6-1 6-3
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Baez S.,Ofner S.,Ofner S.,20,45,1990,1038,6-3 6-3 4-6 5-7 6-7
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Shapovalov D.,Tiafoe F.,Shapovalov D.,118,26,540,1630,6-7 6-4 6-2 6-4
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Kwon S.W.,Korda S.,Korda S.,494,28,85,1565,4-6 4-6 6-1 3-6
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Arnaldi M.,Muller A.,Arnaldi M.,35,90,1165,670,6-4 6-1 6-3
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Zverev A.,Goffin D.,Zverev A.,4,115,6305,543,7-6 6-2 6-2
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Squire H.,Auger-Aliassime F.,Auger-Aliassime F.,221,21,280,1885,4-6 6-4 3-6 2-6
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Moutet C.,Shevchenko A.,Moutet C.,79,59,720,855,6-4 6-2 0-6 6-3
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Monfils G.,Musetti L.,Musetti L.,37,30,1155,1370,5-7 1-6 4-6
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Davidovich Fokina A.,Ruud C.,Ruud C.,32,7,1280,4425,6-7 6-1 3-6 6-4 3-6
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Cerundolo F.,Misolic F.,Cerundolo F.,27,243,1590,255,6-2 7-6 6-0
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Bublik A.,Struff J.L.,Struff J.L.,17,41,2110,1090,2-6 2-6 3-6
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Munar J.,De Minaur A.,De Minaur A.,64,11,810,3490,5-7 1-6 4-6
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Zeppieri G.,Kokkinakis T.,Kokkinakis T.,148,100,420,623,6-1 6-4 3-6 6-7 2-6
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Machac T.,Navone M.,Machac T.,34,31,1185,1339,6-2 6-1 3-6 1-6 6-1
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Cobolli F.,Rune H.,Rune H.,53,13,940,2700,4-6 3-6 6-3 6-3 6-7
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Paul T.,Fognini F.,Paul T.,14,93,2655,648,6-1 6-0 6-2
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Kovalik J.,Khachanov K.,Kovalik J.,145,18,427,2090,4-6 4-6 6-4 6-3 6-4
2024-05-30,French Open,Grand Slam,Clay,2nd Round,5,Fritz T.,Lajovic D.,Fritz T.,12,61,2980,831,6-3 3-6 6-3 6-4
2024-05-31,French Open,Grand Slam,Clay,3rd Round,5,Arnaldi M.,Rublev A.,Arnaldi M.,35,6,1165,4700,7-6 6-2 6-4
2024-05-31,French Open,Grand Slam,Clay,3rd Round,5,Kotov P.,Sinner J.,Sinner J.,56,2,892,8770,4-6 4-6 4-6
2024-05-31,French Open,Grand Slam,Clay,3rd Round,5,Tsitsipas S.,Zhang Zh.,Tsitsipas S.,9,44,3700,1056,6-3 6-3 6-1
2024-05-31,French Open,Grand Slam,Clay,3rd Round,5,Ofner S.,Moutet C.,Moutet C.,45,79,1038,720,6-3 4-6 4-6 1-6
2024-05-31,French Open,Grand Slam,Clay,3rd Round,5,Alcaraz C.,Korda S.,Alcaraz C.,3,28,7300,1565,6-4 7-6 6-3
2024-06-01,French Open,Grand Slam,Clay,3rd Round,5,Zverev A.,Griekspoor T.,Zverev A.,4,25,6305,1635,3-6 6-4 6-2 4-6 7-6
2024-06-01,French Open,Grand Slam,Clay,3rd Round,5,Rune H.,Kovalik J.,Rune H.,13,145,2700,427,7-5 6-1 7-6
2024-06-01,French Open,Grand Slam,Clay,3rd Round,5,Struff J.L.,De Minaur A.,De Minaur A.,41,11,1090,3490,6-4 4-6 3-6 3-6
2024-06-01,French Open,Grand Slam,Clay,3rd Round,5,Auger-Aliassime F.,Shelton B.,Auger-Aliassime F.,21,15,1885,2500,6-4 6-2 6-1
2024-06-01,French Open,Grand Slam,Clay,3rd Round,5,Machac T.,Medvedev D.,Medvedev D.,34,5,1185,6295,6-7 5-7 6-1 4-6
2024-06-01,French Open,Grand Slam,Clay,3rd Round,5,Musetti L.,Djokovic N.,Djokovic N.,30,1,1370,9960,5-7 7-6 6-2 3-6 0-6
2024-06-01,French Open,Grand Slam,Clay,3rd Round,5,Fritz T.,Kokkinakis T.,Fritz T.,12,100,2980,623,6-3 6-2 6-7 5-7 6-3
2024-06-01,French Open,Grand Slam,Clay,3rd Round,5,Bergs Z.,Dimitrov G.,Dimitrov G.,104,10,611,3555,3-6 6-7 6-4 4-6
2024-06-01,French Open,Grand Slam,Clay,3rd Round,5,Ruud C.,Etcheverry T.,Ruud C.,7,29,4425,1550,6-4 1-6 6-2 6-2
2024-06-01,French Open,Grand Slam,Clay,3rd Round,5,Paul T.,Cerundolo F.,Cerundolo F.,14,27,2655,1590,6-3 3-6 3-6 2-6
2024-06-01,French Open,Grand Slam,Clay,3rd Round,5,Shapovalov D.,Hurkacz H.,Hurkacz H.,118,8,540,3885,3-6 6-7 6-4 1-6
2024-06-02,French Open,Grand Slam,Clay,4th Round,5,Tsitsipas S.,Arnaldi M.,Tsitsipas S.,9,35,3700,1165,3-6 7-6 6-2 6-2
2024-06-02,French Open,Grand Slam,Clay,4th Round,5,Auger-Aliassime F.,Alcaraz C.,Alcaraz C.,21,3,1885,7300,3-6 3-6 1-6
2024-06-02,French Open,Grand Slam,Clay,4th Round,5,Dimitrov G.,Hurkacz H.,Dimitrov G.,10,8,3555,3885,7-6 6-4 7-6
2024-06-02,French Open,Grand Slam,Clay,4th Round,5,Moutet C.,Sinner J.,Sinner J.,79,2,720,8770,6-2 3-6 2-6 1-6
2024-06-03,French Open,Grand Slam,Clay,4th Round,5,De Minaur A.,Medvedev D.,De Minaur A.,11,5,3490,6295,4-6 6-2 6-1 6-3
2024-06-03,French Open,Grand Slam,Clay,4th Round,5,Cerundolo F.,Djokovic N.,Djokovic N.,27,1,1590,9960,1-6 7-5 6-3 5-7 3-6
2024-06-03,French Open,Grand Slam,Clay,4th Round,5,Ruud C.,Fritz T.,Ruud C.,7,12,4425,2980,7-6 3-6 6-4 6-2
2024-06-03,French Open,Grand Slam,Clay,4th Round,5,Rune H.,Zverev A.,Zverev A.,13,4,2700,6305,6-4 1-6 7-5 6-7 2-6
2024-06-04,French Open,Grand Slam,Clay,Quarterfinals,5,Sinner J.,Dimitrov G.,Sinner J.,2,10,8770,3555,6-2 6-4 7-6
2024-06-04,French Open,Grand Slam,Clay,Quarterfinals,5,Tsitsipas S.,Alcaraz C.,Alcaraz C.,9,3,3700,7300,3-6 6-7 4-6
2024-06-05,French Open,Grand Slam,Clay,Quarterfinals,5,Zverev A.,De Minaur A.,Zverev A.,4,11,6305,3490,6-4 7-6 6-4
2024-06-07,French Open,Grand Slam,Clay,Semifinals,5,Sinner J.,Alcaraz C.,Alcaraz C.,2,3,8770,7300,6-2 3-6 6-3 4-6 3-6
2024-06-07,French Open,Grand Slam,Clay,Semifinals,5,Zverev A.,Ruud C.,Zverev A.,4,7,6305,4425,2-6 6-2 6-4 6-2
2024-06-09,French Open,Grand Slam,Clay,The Final,5,Zverev A.,Alcaraz C.,Alcaraz C.,4,3,6305,7300,3-6 6-2 7-5 1-6 2-6
2024-06-10,Stuttgart Open,ATP250,Grass,1st Round,3,Zhang Zh.,Koepfer D.,Koepfer D.,44,65,1066,801,6-4 6-7 6-7
2024-06-10,Stuttgart Open,ATP250,Grass,1st Round,3,Draper J.,Ofner S.,Draper J.,40,52,1131,933,7-6 7-6
2024-06-10,Stuttgart Open,ATP250,Grass,1st Round,3,Marozsan F.,Medjedovic H.,Medjedovic H.,42,131,1122,497,7-6 1-6 4-6
2024-06-10,Stuttgart Open,ATP250,Grass,1st Round,3,Hanfmann Y.,Squire H.,Hanfmann Y.,91,178,646,344,6-3 6-3
2024-06-10,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Goffin D.,Nardi L.,Nardi L.,109,73,583,742,5-7 5-7
2024-06-11,Stuttgart Open,ATP250,Grass,1st Round,3,Cobolli F.,Struff J.L.,Struff J.L.,50,35,955,1180,6-7 3-6
2024-06-11,Stuttgart Open,ATP250,Grass,1st Round,3,Giron M.,Murray A.,Giron M.,54,97,910,623,6-3 6-4
2024-06-11,Stuttgart Open,ATP250,Grass,1st Round,3,Martineau M.,Shapovalov D.,Shapovalov D.,179,117,344,550,6-7 5-7
2024-06-11,Stuttgart Open,ATP250,Grass,1st Round,3,Rinderknech A.,Michelsen A.,Rinderknech A.,67,61,777,832,6-4 7-5
2024-06-11,Stuttgart Open,ATP250,Grass,1st Round,3,Herbert P.H.,Duckworth J.,Duckworth J.,139,101,448,611,4-6 6-7
2024-06-11,Stuttgart Open,ATP250,Grass,1st Round,3,Musetti L.,Mpetshi G.,Musetti L.,30,66,1290,786,7-6 7-6
2024-06-11,Stuttgart Open,ATP250,Grass,1st Round,3,Safiullin R.,Berrettini M.,Berrettini M.,43,95,1097,630,6-7 7-5 5-7
2024-06-11,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Mannarino A.,Napolitano S.,Mannarino A.,21,125,1865,517,3-6 7-6 6-2
2024-06-11,Stuttgart Open,ATP250,Grass,1st Round,3,Nakashima B.,Eubanks C.,Nakashima B.,70,45,750,1017,7-6 6-4
2024-06-11,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Mcdonald M.,Van De Zandschulp B.,Mcdonald M.,74,99,735,618,6-4 4-6 6-2
2024-06-11,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Cazaux A.,Fils A.,Fils A.,75,38,735,1155,4-6 4-6
2024-06-11,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Raonic M.,Thompson J.,Raonic M.,197,37,305,1156,6-3 6-4
2024-06-11,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Purcell M.,Vukic A.,Vukic A.,100,87,612,674,3-6 6-7
2024-06-11,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Griekspoor T.,Kecmanovic M.,Griekspoor T.,23,53,1690,920,6-7 7-6 7-6
2024-06-11,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Huesler M.A.,Bautista Agut R.,Bautista Agut R.,201,85,303,680,6-7 2-6
2024-06-11,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Popyrin A.,Hijikata R.,Popyrin A.,49,80,961,708,6-4 6-4
2024-06-11,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Schoolkate T.,Korda S.,Korda S.,185,26,335,1620,4-6 6-7
2024-06-11,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Mensik J.,Brouwer G.,Brouwer G.,79,232,708,259,1-6 6-3 3-6
2024-06-12,Stuttgart Open,ATP250,Grass,2nd Round,3,Musetti L.,Koepfer D.,Musetti L.,30,65,1290,801,6-7 7-6 6-3
2024-06-12,Stuttgart Open,ATP250,Grass,2nd Round,3,Hanfmann Y.,Tiafoe F.,Tiafoe F.,91,28,646,1590,5-7 6-7
2024-06-12,Stuttgart Open,ATP250,Grass,2nd Round,3,Giron M.,Draper J.,Draper J.,54,40,910,1131,4-6 6-3 3-6
2024-06-12,Rosmalen Grass Court Championships,ATP250,Grass,2nd Round,3,Humbert U.,Fils A.,Humbert U.,16,38,2250,1155,6-3 7-6
2024-06-12,Rosmalen Grass Court Championships,ATP250,Grass,2nd Round,3,Brouwer G.,Mannarino A.,Brouwer G.,232,21,259,1865,6-3 6-3
2024-06-12,Rosmalen Grass Court Championships,ATP250,Grass,2nd Round,3,Mcdonald M.,Griekspoor T.,Griekspoor T.,74,23,735,1690,3-6 6-7
2024-06-12,Stuttgart Open,ATP250,Grass,2nd Round,3,Bublik A.,Medjedovic H.,Bublik A.,17,131,2150,497,6-1 7-6
2024-06-13,Stuttgart Open,ATP250,Grass,2nd Round,3,Nakashima B.,Gasquet R.,Nakashima B.,70,116,750,555,6-3 6-4
2024-06-13,Stuttgart Open,ATP250,Grass,2nd Round,3,Berrettini M.,Shapovalov D.,Berrettini M.,95,117,630,550,6-4 6-4
2024-06-13,Stuttgart Open,ATP250,Grass,2nd Round,3,Shelton B.,Duckworth J.,Duckworth J.,14,101,2590,611,6-7 6-4 3-6
2024-06-13,Rosmalen Grass Court Championships,ATP250,Grass,2nd Round,3,Nardi L.,Korda S.,Korda S.,73,26,742,1620,5-7 5-7
2024-06-13,Stuttgart Open,ATP250,Grass,2nd Round,3,Rinderknech A.,Struff J.L.,Struff J.L.,67,35,777,1180,4-6 6-7
2024-06-13,Rosmalen Grass Court Championships,ATP250,Grass,2nd Round,3,Khachanov K.,Vukic A.,Vukic A.,22,87,1780,674,4-6 7-5 6-7
2024-06-13,Rosmalen Grass Court Championships,ATP250,Grass,2nd Round,3,De Minaur A.,Bergs Z.,De Minaur A.,9,81,3845,688,7-5 6-4
2024-06-13,Rosmalen Grass Court Championships,ATP250,Grass,2nd Round,3,Bautista Agut R.,Raonic M.,Raonic M.,85,197,680,305,6-4 2-6 5-7
2024-06-13,Rosmalen Grass Court Championships,ATP250,Grass,2nd Round,3,Paul T.,Popyrin A.,Paul T.,13,49,2710,961,5-7 6-4 6-3
2024-06-14,Stuttgart Open,ATP250,Grass,Quarterfinals,3,Draper J.,Tiafoe F.,Draper J.,40,28,1131,1590,5-7 6-4 7-6
2024-06-14,Stuttgart Open,ATP250,Grass,Quarterfinals,3,Duckworth J.,Berrettini M.,Berrettini M.,101,95,611,630,4-6 5-7
2024-06-14,Rosmalen Grass Court Championships,ATP250,Grass,Quarterfinals,3,Korda S.,Paul T.,Korda S.,26,13,1620,2710,6-4 6-2
2024-06-14,Rosmalen Grass Court Championships,ATP250,Grass,Quarterfinals,3,Vukic A.,Griekspoor T.,Griekspoor T.,87,23,674,1690,6-4 3-6 6-7
2024-06-14,Rosmalen Grass Court Championships,ATP250,Grass,Quarterfinals,3,De Minaur A.,Raonic M.,De Minaur A.,9,197,3845,305,7-5 6-2
2024-06-15,Rosmalen Grass Court Championships,ATP250,Grass,Semifinals,3,Humbert U.,De Minaur A.,De Minaur A.,16,9,2250,3845,6-7 3-6
2024-06-15,Rosmalen Grass Court Championships,ATP250,Grass,Quarterfinals,3,Brouwer G.,Humbert U.,Humbert U.,232,16,259,2250,6-4 3-6 3-6
2024-06-15,Stuttgart Open,ATP250,Grass,Semifinals,3,Draper J.,Nakashima B.,Draper J.,40,70,1131,750,6-3 6-3
2024-06-15,Stuttgart Open,ATP250,Grass,Semifinals,3,Musetti L.,Berrettini M.,Berrettini M.,30,95,1290,630,4-6 0-6
2024-06-15,Rosmalen Grass Court Championships,ATP250,Grass,Semifinals,3,Korda S.,Griekspoor T.,Korda S.,26,23,1620,1690,6-2 6-4
2024-06-16,Rosmalen Grass Court Championships,ATP250,Grass,The Final,3,De Minaur A.,Korda S.,De Minaur A.,9,26,3845,1620,6-2 6-4
2024-06-16,Stuttgart Open,ATP250,Grass,The Final,3,Draper J.,Berrettini M.,Draper J.,40,95,1131,630,3-6 7-6 6-4
2024-06-17,Halle Open,ATP500,Grass,1st Round,3,Medvedev D.,Borges N.,Medvedev D.,5,51,6485,936,7-6 6-4
2024-06-17,Halle Open,ATP500,Grass,1st Round,3,Zhang Zh.,Ofner S.,Zhang Zh.,42,52,1066,933,7-6 6-7 6-4
2024-06-17,Halle Open,ATP500,Grass,1st Round,3,Safiullin R.,Marozsan F.,Marozsan F.,40,45,1097,997,5-7 6-4 1-6
2024-06-17,Queen's Club Championships,ATP500,Grass,1st Round,3,Mannarino A.,Dimitrov G.,Dimitrov G.,21,10,1845,3775,1-6 2-6
2024-06-17,Halle Open,ATP500,Grass,1st Round,3,Kecmanovic M.,Sonego L.,Sonego L.,54,57,920,861,6-7 6-7
2024-06-17,Queen's Club Championships,ATP500,Grass,1st Round,3,Thompson J.,Rune H.,Thompson J.,43,15,1051,2540,4-6 7-6 6-3
2024-06-17,Queen's Club Championships,ATP500,Grass,1st Round,3,Norrie C.,Raonic M.,Raonic M.,39,186,1150,335,7-6 3-6 6-7
2024-06-17,Halle Open,ATP500,Grass,1st Round,3,Cobolli F.,Hurkacz H.,Hurkacz H.,49,9,955,3950,5-7 6-7
2024-06-18,Halle Open,ATP500,Grass,1st Round,3,Griekspoor T.,Sinner J.,Sinner J.,27,1,1540,9480,7-6 3-6 2-6
2024-06-18,Halle Open,ATP500,Grass,1st Round,3,Zverev A.,Otte O.,Zverev A.,4,474,6885,92,6-7 6-3 6-4
2024-06-18,Halle Open,ATP500,Grass,1st Round,3,Bublik A.,Purcell M.,Bublik A.,17,101,2180,612,7-6 6-4
2024-06-18,Halle Open,ATP500,Grass,1st Round,3,Squire H.,Tsitsipas S.,Tsitsipas S.,181,11,344,3740,6-7 6-7
2024-06-18,Halle Open,ATP500,Grass,1st Round,3,Giron M.,Rublev A.,Giron M.,53,6,925,4710,6-4 7-6
2024-06-18,Halle Open,ATP500,Grass,1st Round,3,Fonseca J.,Duckworth J.,Duckworth J.,217,88,283,665,4-6 4-6
2024-06-18,Queen's Club Championships,ATP500,Grass,1st Round,3,Popyrin A.,Murray A.,Murray A.,48,129,966,498,3-6 6-3 3-6
2024-06-18,Halle Open,ATP500,Grass,1st Round,3,Martinez P.,Eubanks C.,Eubanks C.,46,44,975,1005,3-6 4-6
2024-06-18,Queen's Club Championships,ATP500,Grass,1st Round,3,Draper J.,Navone M.,Draper J.,31,29,1371,1382,6-3 6-2
2024-06-18,Queen's Club Championships,ATP500,Grass,1st Round,3,Baez S.,Paul T.,Paul T.,19,13,2030,2750,4-6 4-6
2024-06-18,Queen's Club Championships,ATP500,Grass,1st Round,3,Etcheverry T.,Harris B.,Harris B.,32,162,1290,366,4-6 6-3 3-6
2024-06-18,Halle Open,ATP500,Grass,1st Round,3,Fils A.,Machac T.,Fils A.,37,36,1170,1214,6-4 6-4
2024-06-18,Queen's Club Championships,ATP500,Grass,1st Round,3,Fritz T.,Daniel T.,Fritz T.,12,85,3090,680,6-3 6-3
2024-06-18,Queen's Club Championships,ATP500,Grass,1st Round,3,De Minaur A.,Musetti L.,Musetti L.,7,30,4085,1380,6-1 4-6 2-6
2024-06-18,Queen's Club Championships,ATP500,Grass,1st Round,3,Arnaldi M.,Humbert U.,Arnaldi M.,35,16,1220,2300,3-6 6-1 7-6
2024-06-18,Queen's Club Championships,ATP500,Grass,1st Round,3,Mpetshi G.,Shelton B.,Mpetshi G.,67,14,787,2590,6-3 7-6
2024-06-18,Queen's Club Championships,ATP500,Grass,1st Round,3,Tabilo A.,Davidovich Fokina A.,Tabilo A.,24,33,1639,1240,7-6 3-6 6-1
2024-06-18,Queen's Club Championships,ATP500,Grass,1st Round,3,Khachanov K.,Korda S.,Korda S.,22,23,1780,1775,5-7 6-7
2024-06-18,Queen's Club Championships,ATP500,Grass,1st Round,3,Alcaraz C.,Cerundolo F.,Alcaraz C.,2,26,8580,1610,6-1 7-5
2024-06-19,Halle Open,ATP500,Grass,2nd Round,3,Zhang Zh.,Medvedev D.,Zhang Zh.,42,5,1066,6485,6-3 2-6 7-6
2024-06-19,Queen's Club Championships,ATP500,Grass,2nd Round,3,Korda S.,Dimitrov G.,Korda S.,23,10,1775,3775,6-4 3-6 7-5
2024-06-19,Halle Open,ATP500,Grass,2nd Round,3,Fils A.,Koepfer D.,Fils A.,37,70,1170,781,6-3 6-4
2024-06-19,Halle Open,ATP500,Grass,2nd Round,3,Sonego L.,Zverev A.,Zverev A.,57,4,861,6885,4-6 6-7
2024-06-19,Halle Open,ATP500,Grass,1st Round,3,Berrettini M.,Michelsen A.,Berrettini M.,65,61,795,829,7-6 6-2
2024-06-19,Halle Open,ATP500,Grass,1st Round,3,Darderi L.,Struff J.L.,Struff J.L.,34,41,1231,1080,7-6 5-7 6-7
2024-06-19,Queen's Club Championships,ATP500,Grass,2nd Round,3,Arnaldi M.,Hijikata R.,Hijikata R.,35,98,1220,622,6-7 6-7
2024-06-19,Halle Open,ATP500,Grass,2nd Round,3,Bublik A.,Eubanks C.,Eubanks C.,17,44,2180,1005,6-7 6-4 3-6
2024-06-19,Queen's Club Championships,ATP500,Grass,2nd Round,3,Raonic M.,Fritz T.,Fritz T.,186,12,335,3090,6-7 4-6
2024-06-20,Queen's Club Championships,ATP500,Grass,2nd Round,3,Paul T.,Tabilo A.,Paul T.,13,24,2750,1639,6-3 6-4
2024-06-20,Halle Open,ATP500,Grass,2nd Round,3,Hurkacz H.,Duckworth J.,Hurkacz H.,9,88,3950,665,7-6 6-4
2024-06-20,Halle Open,ATP500,Grass,2nd Round,3,Marozsan F.,Sinner J.,Sinner J.,45,1,997,9480,4-6 7-6 3-6
2024-06-20,Halle Open,ATP500,Grass,2nd Round,3,Tsitsipas S.,Struff J.L.,Struff J.L.,11,41,3740,1080,4-6 4-6
2024-06-20,Queen's Club Championships,ATP500,Grass,2nd Round,3,Nakashima B.,Musetti L.,Musetti L.,63,30,820,1380,4-6 6-4 4-6
2024-06-20,Queen's Club Championships,ATP500,Grass,2nd Round,3,Harris B.,Mpetshi G.,Harris B.,162,67,366,787,6-4 7-5
2024-06-20,Queen's Club Championships,ATP500,Grass,2nd Round,3,Alcaraz C.,Draper J.,Draper J.,2,31,8580,1371,6-7 3-6
2024-06-20,Halle Open,ATP500,Grass,2nd Round,3,Giron M.,Berrettini M.,Giron M.,53,65,925,795,3-6 6-4 6-3
2024-06-21,Halle Open,ATP500,Grass,Quarterfinals,3,Hurkacz H.,Giron M.,Hurkacz H.,9,53,3950,925,7-6 6-4
2024-06-21,Halle Open,ATP500,Grass,Quarterfinals,3,Eubanks C.,Zhang Zh.,Zhang Zh.,44,42,1005,1066,4-6 6-4 5-7
2024-06-21,Halle Open,ATP500,Grass,Quarterfinals,3,Fils A.,Zverev A.,Zverev A.,37,4,1170,6885,7-6 3-6 4-6
2024-06-21,Halle Open,ATP500,Grass,Quarterfinals,3,Sinner J.,Struff J.L.,Sinner J.,1,41,9480,1080,6-2 6-7 7-6
2024-06-21,Queen's Club Championships,ATP500,Grass,Quarterfinals,3,Hijikata R.,Korda S.,Korda S.,98,23,622,1775,7-6 3-6 4-6
2024-06-21,Queen's Club Championships,ATP500,Grass,Quarterfinals,3,Thompson J.,Fritz T.,Thompson J.,43,12,1051,3090,6-4 6-3
2024-06-21,Queen's Club Championships,ATP500,Grass,Quarterfinals,3,Harris B.,Musetti L.,Musetti L.,162,30,366,1380,3-6 5-7
2024-06-21,Queen's Club Championships,ATP500,Grass,Quarterfinals,3,Paul T.,Draper J.,Paul T.,13,31,2750,1371,6-3 5-7 6-4
2024-06-22,Halle Open,ATP500,Grass,Semifinals,3,Zhang Zh.,Sinner J.,Sinner J.,42,1,1066,9480,4-6 6-7
2024-06-22,Halle Open,ATP500,Grass,Semifinals,3,Hurkacz H.,Zverev A.,Hurkacz H.,9,4,3950,6885,7-6 6-4
2024-06-22,Queen's Club Championships,ATP500,Grass,Semifinals,3,Musetti L.,Thompson J.,Musetti L.,30,43,1380,1051,6-3 3-6 6-3
2024-06-22,Queen's Club Championships,ATP500,Grass,Semifinals,3,Korda S.,Paul T.,Paul T.,23,13,1775,2750,4-6 6-7
2024-06-23,Queen's Club Championships,ATP500,Grass,The Final,3,Paul T.,Musetti L.,Paul T.,13,30,2750,1380,6-1 7-6
2024-06-23,Halle Open,ATP500,Grass,The Final,3,Sinner J.,Hurkacz H.,Sinner J.,1,9,9480,3950,7-6 7-6
2024-06-23,Mallorca Championships,ATP250,Grass,1st Round,3,Carballes Baena R.,Carreno Busta P.,Carballes Baena R.,65,796,821,27,7-6 4-6 7-6
2024-06-23,Mallorca Championships,ATP250,Grass,1st Round,3,Daniel T.,Bautista Agut R.,Bautista Agut R.,83,122,692,525,1-6 0-6
2024-06-23,Mallorca Championships,ATP250,Grass,1st Round,3,Michelsen A.,Borges N.,Michelsen A.,62,51,844,936,6-3 7-6
2024-06-24,Eastbourne International,ATP250,Grass,1st Round,3,Fearnley J.,Harris B.,Harris B.,271,139,206,456,4-6 6-7
2024-06-24,Mallorca Championships,ATP250,Grass,1st Round,3,Monfils G.,Thiem D.,Monfils G.,40,134,1160,483,6-3 7-6
2024-06-24,Eastbourne International,ATP250,Grass,1st Round,3,Shang J.,Etcheverry T.,Shang J.,104,31,595,1290,7-5 3-6 7-6
