Date,Tournament,Series,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Score
2025-03-19,Miami Open,Masters 1000,Hard,1st Round,3,Kecmanovic M.,Kovacevic A.,Kecmanovic M.,48,79,1161,800,6-4 6-4
2025-03-19,Miami Open,Masters 1000,Hard,1st Round,3,Ugo Carabelli C.,Holt B.,Ugo Carabelli C.,65,116,870,528,2-6 7-6 6-4
2025-03-19,Miami Open,Masters 1000,Hard,1st Round,3,McDonald M.,Kyrgios N.,Kyrgios N.,101,892,575,20,6-3 3-6 4-6
2025-03-19,Miami Open,Masters 1000,Hard,1st Round,3,Munar J.,Rinderknech A.,Munar J.,56,74,992,821,6-3 7-6
2025-03-19,Miami Open,Masters 1000,Hard,1st Round,3,Sakamoto R.,Muller A.,Muller A.,330,41,157,1287,4-6 4-6
2025-03-19,Miami Open,Masters 1000,Hard,1st Round,3,O Connell C.,Carballes Baena R.,Carballes Baena R.,78,53,805,1051,3-6 6-3 6-7
2025-03-19,Miami Open,Masters 1000,Hard,1st Round,3,Moutet C.,Blockx A.,Moutet C.,76,163,814,354,7-6 6-4
2025-03-19,Miami Open,Masters 1000,Hard,1st Round,3,Cina F.,Comesana F.,Cina F.,441,67,105,866,7-6 7-6
2025-03-19,Miami Open,Masters 1000,Hard,1st Round,3,Medjedovic H.,Hijikata R.,Hijikata R.,73,86,829,752,5-7 6-3 5-7
2025-03-19,Miami Open,Masters 1000,Hard,1st Round,3,Bublik A.,Baez S.,Bublik A.,80,36,785,1385,6-3 6-4
2025-03-19,Miami Open,Masters 1000,Hard,1st Round,3,Vukic A.,Goffin D.,Goffin D.,77,55,814,1003,6-2 4-6 2-6
2025-03-19,Miami Open,Masters 1000,Hard,1st Round,3,Bellucci M.,Tseng C.H.,Tseng C.H.,72,115,838,529,6-7 2-6
2025-03-19,Miami Open,Masters 1000,Hard,1st Round,3,Marozsan F.,Monfils G.,Monfils G.,59,46,965,1230,3-6 6-3 4-6
2025-03-19,Miami Open,Masters 1000,Hard,1st Round,3,Schoolkate T.,Quinn E.,Schoolkate T.,129,135,450,432,6-0 6-2
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Safiullin R.,Brooksby J.,Safiullin R.,71,544,851,67,6-3 3-6 6-3
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Navone M.,Sonego L.,Sonego L.,62,38,925,1356,5-7 5-7
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Fonseca J.,Tien L.,Fonseca J.,60,66,955,867,6-7 6-3 6-4
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Struff J.L.,Davidovich Fokina A.,Davidovich Fokina A.,49,39,1160,1325,6-7 3-6
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Cobolli F.,Tirante T.A.,Tirante T.A.,43,117,1280,512,1-6 6-3 3-6
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Diallo G.,Etcheverry T.,Diallo G.,87,44,730,1275,6-3 6-0
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Bautista Agut R.,Mensik J.,Mensik J.,50,54,1089,1042,4-6 6-3 1-6
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Thompson J.,Giron M.,Thompson J.,37,45,1375,1240,3-6 6-4 7-5
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Harris B.,Spizzirri E.,Spizzirri E.,107,134,558,434,6-7 6-3 2-6
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Darderi L.,Martinez P.,Darderi L.,61,40,945,1295,6-4 6-1
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Halys Q.,Seyboth Wild T.,Halys Q.,57,96,981,617,6-3 6-4
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Altmaier D.,Wong C.,Wong C.,82,182,783,312,4-6 3-6
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Norrie C.,Bu Y.,Bu Y.,81,69,784,855,4-6 2-6
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Borges N.,Bergs Z.,Bergs Z.,42,51,1280,1065,6-7 5-7
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Opelka R.,Eubanks C.,Opelka R.,114,104,529,563,6-3 7-6
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Fearnley J.,Bonzi B.,Fearnley J.,83,63,770,920,7-6 2-6 6-4
2025-03-20,Miami Open,Masters 1000,Hard,1st Round,3,Wu Y.,Arnaldi M.,Arnaldi M.,421,35,113,1410,6-7 6-4 3-6
2025-03-21,Miami Open,Masters 1000,Hard,2nd Round,3,Monfils G.,Lehecka J.,Monfils G.,46,27,1230,1745,6-1 3-6 7-6
2025-03-21,Miami Open,Masters 1000,Hard,2nd Round,3,Tseng C.H.,Tsitsipas S.,Tsitsipas S.,115,10,529,3405,6-4 5-7 3-6
2025-03-21,Miami Open,Masters 1000,Hard,2nd Round,3,Korda S.,Spizzirri E.,Korda S.,25,134,1860,434,6-4 6-2
2025-03-21,Miami Open,Masters 1000,Hard,2nd Round,3,Carballes Baena R.,Nakashima B.,Nakashima B.,53,32,1051,1500,4-6 6-4 3-6
2025-03-21,Miami Open,Masters 1000,Hard,2nd Round,3,Tabilo A.,Moutet C.,Tabilo A.,31,76,1555,814,5-7 6-3 7-5
2025-03-21,Miami Open,Masters 1000,Hard,2nd Round,3,Hijikata R.,Djokovic N.,Djokovic N.,86,5,752,3860,0-6 6-7
2025-03-21,Miami Open,Masters 1000,Hard,2nd Round,3,Bublik A.,Paul T.,Paul T.,80,13,785,3030,7-5 5-7 4-6
2025-03-21,Miami Open,Masters 1000,Hard,2nd Round,3,Khachanov K.,Kyrgios N.,Khachanov K.,23,892,2000,20,7-6 6-0
2025-03-21,Miami Open,Masters 1000,Hard,2nd Round,3,Halys Q.,Musetti L.,Musetti L.,57,16,981,2650,6-3 6-7 5-7
2025-03-21,Miami Open,Masters 1000,Hard,2nd Round,3,Ruud C.,Kecmanovic M.,Ruud C.,6,48,3855,1161,3-6 6-4 6-4
2025-03-21,Miami Open,Masters 1000,Hard,2nd Round,3,Cina F.,Dimitrov G.,Dimitrov G.,441,15,105,2745,1-6 4-6
2025-03-21,Miami Open,Masters 1000,Hard,2nd Round,3,Auger-Aliassime F.,Schoolkate T.,Auger-Aliassime F.,19,129,2415,450,6-4 6-4
2025-03-21,Miami Open,Masters 1000,Hard,2nd Round,3,Michelsen A.,Ugo Carabelli C.,Ugo Carabelli C.,33,65,1465,870,7-6 5-7 3-6
2025-03-21,Miami Open,Masters 1000,Hard,2nd Round,3,Munar J.,Medvedev D.,Munar J.,56,8,992,3680,6-2 6-3
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Cerundolo F.,Muller A.,Cerundolo F.,24,41,1925,1287,6-1 6-2
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Draper J.,Mensik J.,Mensik J.,7,54,3800,1042,6-7 6-7
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Davidovich Fokina A.,Tiafoe F.,Tiafoe F.,39,17,1325,2485,5-7 6-7
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Berrettini M.,Gaston H.,Berrettini M.,30,88,1580,711,4-6 6-3 6-3
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Rublev A.,Bergs Z.,Bergs Z.,9,51,3440,1065,5-7 4-6
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Rune H.,Opelka R.,Opelka R.,12,114,3270,529,6-4 3-6 6-7
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Shapovalov D.,Tirante T.A.,Shapovalov D.,28,117,1716,512,6-3 6-7 7-6
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Sonego L.,Fritz T.,Fritz T.,38,4,1356,4900,6-7 3-6
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Machac T.,Arnaldi M.,Machac T.,21,35,2310,1410,6-2 1-6 6-3
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Zverev A.,Fearnley J.,Zverev A.,2,83,7945,770,6-2 6-4
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Shelton B.,Wong C.,Wong C.,14,182,2980,312,6-7 6-2 6-7
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Mpetshi G.,Thompson J.,Thompson J.,29,37,1656,1375,6-7 6-7
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Walton A.,Darderi L.,Walton A.,89,61,666,945,6-4 6-4
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Alcaraz C.,Goffin D.,Goffin D.,3,55,6910,1003,7-5 4-6 3-6
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Fonseca J.,Humbert U.,Fonseca J.,60,20,955,2375,6-4 6-3
2025-03-22,Miami Open,Masters 1000,Hard,2nd Round,3,Safiullin R.,Popyrin A.,Safiullin R.,71,26,851,1800,6-7 6-3 7-5
2025-03-23,Miami Open,Masters 1000,Hard,3rd Round,3,Ugo Carabelli C.,Djokovic N.,Djokovic N.,65,5,870,3860,1-6 6-7
2025-03-23,Miami Open,Masters 1000,Hard,3rd Round,3,Tsitsipas S.,Korda S.,Korda S.,10,25,3405,1860,6-7 3-6
2025-03-23,Miami Open,Masters 1000,Hard,3rd Round,3,Khachanov K.,Dimitrov G.,Dimitrov G.,23,15,2000,2745,7-6 4-6 5-7
2025-03-23,Miami Open,Masters 1000,Hard,3rd Round,3,Monfils G.,Munar J.,Monfils G.,46,56,1230,992,7-5 5-7 7-6
2025-03-23,Miami Open,Masters 1000,Hard,2nd Round,3,De Minaur A.,Bu Y.,De Minaur A.,11,69,3335,855,6-4 6-4
2025-03-23,Miami Open,Masters 1000,Hard,3rd Round,3,Nakashima B.,Goffin D.,Nakashima B.,32,55,1500,1003,6-3 6-7 6-3
2025-03-23,Miami Open,Masters 1000,Hard,3rd Round,3,Musetti L.,Auger-Aliassime F.,Musetti L.,16,19,2650,2415,4-6 6-2 6-3
2025-03-24,Miami Open,Masters 1000,Hard,3rd Round,3,Fils A.,Tiafoe F.,Fils A.,18,17,2480,2485,7-6 5-7 6-2
2025-03-24,Miami Open,Masters 1000,Hard,3rd Round,3,De Minaur A.,Fonseca J.,De Minaur A.,11,60,3335,955,5-7 7-5 6-3
2025-03-24,Miami Open,Masters 1000,Hard,3rd Round,3,Bergs Z.,Berrettini M.,Berrettini M.,51,30,1065,1580,4-6 4-6
2025-03-24,Miami Open,Masters 1000,Hard,3rd Round,3,Safiullin R.,Mensik J.,Mensik J.,71,54,851,1042,4-6 4-6
2025-03-24,Miami Open,Masters 1000,Hard,3rd Round,3,Fritz T.,Shapovalov D.,Fritz T.,4,28,4900,1716,7-5 6-3
2025-03-24,Miami Open,Masters 1000,Hard,3rd Round,3,Walton A.,Wong C.,Walton A.,89,182,666,312,7-6 4-6 6-4
2025-03-24,Miami Open,Masters 1000,Hard,3rd Round,3,Opelka R.,Machac T.,Machac T.,114,21,529,2310,6-7 3-6
2025-03-24,Miami Open,Masters 1000,Hard,3rd Round,3,Cerundolo F.,Paul T.,Cerundolo F.,24,13,1925,3030,6-2 7-6
2025-03-24,Miami Open,Masters 1000,Hard,3rd Round,3,Tabilo A.,Ruud C.,Ruud C.,31,6,1555,3855,4-6 6-7
2025-03-24,Miami Open,Masters 1000,Hard,3rd Round,3,Thompson J.,Zverev A.,Zverev A.,37,2,1375,7945,5-7 4-6
2025-03-25,Miami Open,Masters 1000,Hard,4th Round,3,De Minaur A.,Berrettini M.,Berrettini M.,11,30,3335,1580,3-6 6-7
2025-03-25,Miami Open,Masters 1000,Hard,4th Round,3,Fritz T.,Walton A.,Fritz T.,4,89,4900,666,6-3 7-5
2025-03-25,Miami Open,Masters 1000,Hard,4th Round,3,Djokovic N.,Musetti L.,Djokovic N.,5,16,3860,2650,6-2 6-2
2025-03-25,Miami Open,Masters 1000,Hard,4th Round,3,Nakashima B.,Dimitrov G.,Dimitrov G.,32,15,1500,2745,4-6 5-7
2025-03-25,Miami Open,Masters 1000,Hard,4th Round,3,Ruud C.,Cerundolo F.,Cerundolo F.,6,24,3855,1925,4-6 2-6
2025-03-25,Miami Open,Masters 1000,Hard,4th Round,3,Korda S.,Monfils G.,Korda S.,25,46,1860,1230,6-4 2-6 6-4
2025-03-26,Miami Open,Masters 1000,Hard,4th Round,3,Zverev A.,Fils A.,Fils A.,2,18,7945,2480,6-3 3-6 4-6
2025-03-26,Miami Open,Masters 1000,Hard,Quarterfinals,3,Dimitrov G.,Cerundolo F.,Dimitrov G.,15,24,2745,1925,6-7 6-4 7-6
2025-03-27,Miami Open,Masters 1000,Hard,Quarterfinals,3,Fils A.,Mensik J.,Mensik J.,18,54,2480,1042,6-7 1-6
2025-03-27,Miami Open,Masters 1000,Hard,Quarterfinals,3,Djokovic N.,Korda S.,Djokovic N.,5,25,3860,1860,6-3 7-6
2025-03-27,Miami Open,Masters 1000,Hard,Quarterfinals,3,Berrettini M.,Fritz T.,Fritz T.,30,4,1580,4900,5-7 7-6 5-7
2025-03-28,Miami Open,Masters 1000,Hard,Semifinals,3,Fritz T.,Mensik J.,Mensik J.,4,54,4900,1042,6-7 6-4 6-7
2025-03-28,Miami Open,Masters 1000,Hard,Semifinals,3,Djokovic N.,Dimitrov G.,Djokovic N.,5,15,3860,2745,6-2 6-3
2025-03-31,Grand Prix Hassan II,ATP250,Clay,1st Round,3,Dellien H.,Vukic A.,Dellien H.,102,76,582,808,7-5 4-6 7-5
2025-03-31,U.S. Men's Clay Court Championships,ATP250,Clay,1st Round,3,Daniel T.,Brooksby J.,Brooksby J.,124,507,478,77,4-6 4-6
2025-03-31,U.S. Men's Clay Court Championships,ATP250,Clay,1st Round,3,Garin C.,Ritschard A.,Garin C.,133,125,439,466,6-3 6-4
2025-03-31,Grand Prix Hassan II,ATP250,Clay,1st Round,3,Fognini F.,Collignon R.,Collignon R.,99,92,607,644,3-6 3-6
2025-03-31,Miami Open,Masters 1000,Hard,The Final,3,Mensik J.,Djokovic N.,Mensik J.,54,5,1042,3860,7-6 7-6
2025-03-31,Tiriac Open,ATP250,Clay,1st Round,3,Djere L.,Navone M.,Navone M.,78,61,791,925,1-6 6-4 2-6
2025-03-31,Tiriac Open,ATP250,Clay,1st Round,3,Jianu F.C.,Basavareddy N.,Jianu F.C.,241,108,229,571,6-3 6-4
2025-03-31,Tiriac Open,ATP250,Clay,1st Round,3,Van De Zandschulp B.,Gasquet R.,Gasquet R.,88,148,730,386,6-4 5-7 1-6
2025-03-31,Grand Prix Hassan II,ATP250,Clay,1st Round,3,Carballes Baena R.,Baadi T.,Carballes Baena R.,51,703,1051,40,7-6 6-3
2025-04-01,Grand Prix Hassan II,ATP250,Clay,1st Round,3,Munar J.,Majchrzak K.,Majchrzak K.,55,122,1029,482,4-6 3-6
2025-04-01,Tiriac Open,ATP250,Clay,1st Round,3,Vacherot V.,Dzumhur D.,Dzumhur D.,259,65,208,874,2-6 1-6
2025-04-01,U.S. Men's Clay Court Championships,ATP250,Clay,1st Round,3,Thompson J.,Quinn E.,Quinn E.,35,130,1415,456,6-4 4-6 3-6
2025-04-01,U.S. Men's Clay Court Championships,ATP250,Clay,1st Round,3,Smith C.,Duckworth J.,Smith C.,200,89,284,698,6-2 6-2
2025-04-01,U.S. Men's Clay Court Championships,ATP250,Clay,1st Round,3,Mmoh M.,Walton A.,Walton A.,282,85,186,746,3-6 6-7
2025-04-01,U.S. Men's Clay Court Championships,ATP250,Clay,1st Round,3,McDonald M.,Galan D.E.,McDonald M.,100,114,592,538,6-2 6-7 6-4
2025-04-01,U.S. Men's Clay Court Championships,ATP250,Clay,1st Round,3,Hanfmann Y.,Mannarino A.,Mannarino A.,123,144,479,409,6-7 3-6
2025-04-01,U.S. Men's Clay Court Championships,ATP250,Clay,1st Round,3,Kovacevic A.,Etcheverry T.,Kovacevic A.,79,44,780,1260,6-3 6-4
2025-04-01,U.S. Men's Clay Court Championships,ATP250,Clay,1st Round,3,Holt B.,Denolly C.,Denolly C.,115,328,533,159,6-7 6-7
2025-04-01,U.S. Men's Clay Court Championships,ATP250,Clay,1st Round,3,Michelsen A.,Tien L.,Michelsen A.,34,69,1445,865,6-4 6-2
2025-04-01,Grand Prix Hassan II,ATP250,Clay,1st Round,3,Benchetrit E.,De Jong J.,De Jong J.,608,98,54,609,5-7 1-6
2025-04-01,Grand Prix Hassan II,ATP250,Clay,1st Round,3,Bellucci M.,Kotov P.,Bellucci M.,71,107,842,573,6-4 6-4
2025-04-01,Grand Prix Hassan II,ATP250,Clay,1st Round,3,Lalami Laaroussi Y.,Carreno Busta P.,Carreno Busta P.,1193,110,8,568,1-6 3-6
2025-04-01,Grand Prix Hassan II,ATP250,Clay,1st Round,3,Herbert P.,Coria F.,Herbert P.,169,126,335,464,4-6 6-3 6-2
2025-04-01,Grand Prix Hassan II,ATP250,Clay,1st Round,3,Cerundolo J.M.,Gaston H.,Gaston H.,128,84,461,751,7-5 3-6 4-6
2025-04-01,Tiriac Open,ATP250,Clay,1st Round,3,Fucsovics M.,Nardi L.,Fucsovics M.,90,93,655,637,6-3 6-1
2025-04-01,Tiriac Open,ATP250,Clay,1st Round,3,Shevchenko A.,Misolic F.,Misolic F.,105,232,578,235,3-6 4-6
2025-04-01,Tiriac Open,ATP250,Clay,1st Round,3,Ugo Carabelli C.,Albot R.,Ugo Carabelli C.,63,223,918,248,6-4 6-3
2025-04-01,Tiriac Open,ATP250,Clay,1st Round,3,Bu Y.,Bautista Agut R.,Bautista Agut R.,67,52,873,1049,6-3 2-6 5-7
2025-04-01,Tiriac Open,ATP250,Clay,1st Round,3,Comesana F.,Klizan M.,Comesana F.,64,316,890,165,4-6 7-5 7-5
2025-04-01,Tiriac Open,ATP250,Clay,1st Round,3,O Connell C.,Lajovic D.,O Connell C.,87,109,735,570,6-4 6-3
2025-04-01,Tiriac Open,ATP250,Clay,1st Round,3,Skatov T.,Wawrinka S.,Wawrinka S.,174,161,324,355,4-6 7-6 6-7
2025-04-01,Grand Prix Hassan II,ATP250,Clay,1st Round,3,Virtanen O.,Altmaier D.,Virtanen O.,135,83,430,763,6-2 4-6 7-6
2025-04-02,Grand Prix Hassan II,ATP250,Clay,1st Round,3,Gojo B.,Kopriva V.,Kopriva V.,414,106,116,576,6-2 2-6 4-6
2025-04-02,Grand Prix Hassan II,ATP250,Clay,2nd Round,3,Muller A.,Dellien H.,Muller A.,41,102,1304,582,6-7 6-1 6-4
2025-04-02,Grand Prix Hassan II,ATP250,Clay,1st Round,3,Darderi L.,Boyer T.,Darderi L.,57,121,989,491,6-4 6-4
2025-04-02,Grand Prix Hassan II,ATP250,Clay,2nd Round,3,Carballes Baena R.,Virtanen O.,Carballes Baena R.,51,135,1051,430,6-4 6-4
2025-04-02,Grand Prix Hassan II,ATP250,Clay,2nd Round,3,De Jong J.,Majchrzak K.,Majchrzak K.,98,122,609,482,6-7 1-6
2025-04-02,Tiriac Open,ATP250,Clay,2nd Round,3,Gasquet R.,Cobolli F.,Cobolli F.,148,45,386,1260,4-6 6-4 1-6
2025-04-02,Grand Prix Hassan II,ATP250,Clay,2nd Round,3,Collignon R.,Borges N.,Borges N.,92,43,644,1265,2-6 6-3 6-7
2025-04-02,U.S. Men's Clay Court Championships,ATP250,Clay,2nd Round,3,Quinn E.,Smith C.,Smith C.,130,200,456,284,3-6 4-6
2025-04-02,U.S. Men's Clay Court Championships,ATP250,Clay,1st Round,3,Krueger M.,Nishikori K.,Nishikori K.,141,66,416,873,4-6 2-6
2025-04-02,U.S. Men's Clay Court Championships,ATP250,Clay,1st Round,3,Eubanks C.,Hijikata R.,Eubanks C.,117,82,515,769,6-2 4-6 6-3
2025-04-02,Tiriac Open,ATP250,Clay,2nd Round,3,Misolic F.,Ugo Carabelli C.,Misolic F.,232,63,235,918,6-3 6-1
2025-04-02,U.S. Men's Clay Court Championships,ATP250,Clay,2nd Round,3,Brooksby J.,Tabilo A.,Brooksby J.,507,32,77,1575,3-6 6-4 7-6
2025-04-02,Tiriac Open,ATP250,Clay,2nd Round,3,Comesana F.,Bautista Agut R.,Comesana F.,64,52,890,1049,6-4 3-6 6-3
2025-04-03,U.S. Men's Clay Court Championships,ATP250,Clay,2nd Round,3,Paul T.,Garin C.,Paul T.,13,133,3070,439,2-6 6-2 7-6
2025-04-03,Grand Prix Hassan II,ATP250,Clay,2nd Round,3,Sonego L.,Kopriva V.,Kopriva V.,38,106,1361,576,2-6 7-5 4-6
2025-04-03,Grand Prix Hassan II,ATP250,Clay,2nd Round,3,Darderi L.,Gaston H.,Darderi L.,57,84,989,751,2-6 6-2 6-3
2025-04-03,Grand Prix Hassan II,ATP250,Clay,2nd Round,3,Carreno Busta P.,Griekspoor T.,Griekspoor T.,110,37,568,1370,6-7 6-3 3-6
2025-04-03,Grand Prix Hassan II,ATP250,Clay,2nd Round,3,Bellucci M.,Herbert P.,Bellucci M.,71,169,842,335,6-2 7-5
2025-04-03,Tiriac Open,ATP250,Clay,2nd Round,3,Jarry N.,O Connell C.,O Connell C.,58,87,965,735,2-6 7-5 6-7
2025-04-03,Tiriac Open,ATP250,Clay,2nd Round,3,Navone M.,Fucsovics M.,Fucsovics M.,61,90,925,655,6-4 4-6 4-6
2025-04-03,Tiriac Open,ATP250,Clay,2nd Round,3,Dzumhur D.,Jianu F.C.,Dzumhur D.,65,241,874,229,6-4 3-6 6-3
2025-04-03,Tiriac Open,ATP250,Clay,2nd Round,3,Wawrinka S.,Martinez P.,Martinez P.,161,47,355,1205,6-4 5-7 2-6
2025-04-03,Tiriac Open,ATP250,Clay,2nd Round,3,Baez S.,Diallo G.,Baez S.,36,81,1385,770,7-6 2-6 6-2
2025-04-03,U.S. Men's Clay Court Championships,ATP250,Clay,2nd Round,3,Nakashima B.,McDonald M.,Nakashima B.,33,100,1570,592,6-1 7-5
2025-04-03,U.S. Men's Clay Court Championships,ATP250,Clay,2nd Round,3,Denolly C.,Kovacevic A.,Kovacevic A.,328,79,159,780,3-6 3-6
2025-04-04,Tiriac Open,ATP250,Clay,Quarterfinals,3,Comesana F.,Baez S.,Baez S.,64,36,890,1385,6-7 6-2 1-6
2025-04-04,Tiriac Open,ATP250,Clay,Quarterfinals,3,Cobolli F.,Misolic F.,Cobolli F.,45,232,1260,235,7-6 6-4
2025-04-04,Grand Prix Hassan II,ATP250,Clay,Quarterfinals,3,Griekspoor T.,Bellucci M.,Griekspoor T.,37,71,1370,842,6-3 6-4
2025-04-04,Grand Prix Hassan II,ATP250,Clay,Quarterfinals,3,Muller A.,Majchrzak K.,Majchrzak K.,41,122,1304,482,5-7 4-6
2025-04-04,U.S. Men's Clay Court Championships,ATP250,Clay,2nd Round,3,Walton A.,Tiafoe F.,Tiafoe F.,85,17,746,2525,5-7 3-6
2025-04-04,Tiriac Open,ATP250,Clay,Quarterfinals,3,Fucsovics M.,O Connell C.,Fucsovics M.,90,87,655,735,6-0 6-4
2025-04-04,U.S. Men's Clay Court Championships,ATP250,Clay,Quarterfinals,3,Eubanks C.,Nakashima B.,Nakashima B.,117,33,515,1570,4-6 4-6
2025-04-04,Grand Prix Hassan II,ATP250,Clay,Quarterfinals,3,Kopriva V.,Darderi L.,Darderi L.,106,57,576,989,5-7 2-6
2025-04-04,U.S. Men's Clay Court Championships,ATP250,Clay,2nd Round,3,Michelsen A.,Mannarino A.,Michelsen A.,34,144,1445,409,6-7 6-4 6-2
2025-04-04,Grand Prix Hassan II,ATP250,Clay,Quarterfinals,3,Carballes Baena R.,Borges N.,Carballes Baena R.,51,43,1051,1265,6-4 6-4
2025-04-04,U.S. Men's Clay Court Championships,ATP250,Clay,Quarterfinals,3,Kovacevic A.,Brooksby J.,Brooksby J.,79,507,780,77,6-2 3-6 4-6
2025-04-04,U.S. Men's Clay Court Championships,ATP250,Clay,Quarterfinals,3,Paul T.,Smith C.,Paul T.,13,200,3070,284,6-1 7-6
2025-04-05,Grand Prix Hassan II,ATP250,Clay,Semifinals,3,Majchrzak K.,Griekspoor T.,Griekspoor T.,122,37,482,1370,5-7 6-7
2025-04-05,Grand Prix Hassan II,ATP250,Clay,Semifinals,3,Darderi L.,Carballes Baena R.,Darderi L.,57,51,989,1051,6-3 6-2
2025-04-05,Tiriac Open,ATP250,Clay,Semifinals,3,Cobolli F.,Dzumhur D.,Cobolli F.,45,65,1260,874,6-3 6-0
2025-04-05,U.S. Men's Clay Court Championships,ATP250,Clay,Quarterfinals,3,Tiafoe F.,Michelsen A.,Tiafoe F.,17,34,2525,1445,7-5 6-1
2025-04-05,U.S. Men's Clay Court Championships,ATP250,Clay,Semifinals,3,Paul T.,Brooksby J.,Brooksby J.,13,507,3070,77,6-7 6-3 6-7
2025-04-05,Tiriac Open,ATP250,Clay,Semifinals,3,Fucsovics M.,Baez S.,Baez S.,90,36,655,1385,2-6 2-6
2025-04-06,Monte Carlo Masters,Masters 1000,Clay,1st Round,3,Struff J.L.,Vacherot V.,Vacherot V.,49,255,1120,214,2-6 1-6
2025-04-06,U.S. Men's Clay Court Championships,ATP250,Clay,Semifinals,3,Tiafoe F.,Nakashima B.,Tiafoe F.,17,33,2525,1570,6-4 7-6
2025-04-06,Grand Prix Hassan II,ATP250,Clay,The Final,3,Darderi L.,Griekspoor T.,Darderi L.,57,37,989,1370,7-6 7-6
2025-04-06,Monte Carlo Masters,Masters 1000,Clay,1st Round,3,Gasquet R.,Arnaldi M.,Gasquet R.,164,40,354,1340,6-3 4-6 6-4
2025-04-06,Tiriac Open,ATP250,Clay,The Final,3,Baez S.,Cobolli F.,Cobolli F.,36,45,1385,1260,4-6 4-6
2025-04-06,Monte Carlo Masters,Masters 1000,Clay,1st Round,3,Mpetshi G.,Thompson J.,Thompson J.,30,38,1644,1365,4-6 3-6
2025-04-06,U.S. Men's Clay Court Championships,ATP250,Clay,The Final,3,Tiafoe F.,Brooksby J.,Brooksby J.,17,507,2525,77,4-6 2-6
2025-04-07,Monte Carlo Masters,Masters 1000,Clay,1st Round,3,Tabilo A.,Wawrinka S.,Tabilo A.,32,163,1575,355,1-6 7-5 7-5
2025-04-07,Monte Carlo Masters,Masters 1000,Clay,1st Round,3,Bu Y.,Musetti L.,Musetti L.,67,16,873,2650,6-4 5-7 3-6
2025-04-07,Monte Carlo Masters,Masters 1000,Clay,1st Round,3,Cerundolo F.,Fognini F.,Cerundolo F.,22,113,2075,544,6-0 6-3
2025-04-07,Monte Carlo Masters,Masters 1000,Clay,1st Round,3,Shelton B.,Davidovich Fokina A.,Davidovich Fokina A.,14,42,2690,1305,7-6 2-6 1-6
2025-04-07,Monte Carlo Masters,Masters 1000,Clay,1st Round,3,Medvedev D.,Khachanov K.,Medvedev D.,11,25,3290,1950,7-5 4-6 6-4
2025-04-07,Monte Carlo Masters,Masters 1000,Clay,1st Round,3,Ugo Carabelli C.,Muller A.,Muller A.,63,39,917,1344,4-6 4-6
2025-04-07,Monte Carlo Masters,Masters 1000,Clay,1st Round,3,Berrettini M.,Navone M.,Berrettini M.,34,70,1530,850,6-4 6-4
2025-04-07,Monte Carlo Masters,Masters 1000,Clay,1st Round,3,Marozsan F.,Monfils G.,Monfils G.,81,44,775,1255,6-4 1-6 1-6
2025-04-07,Monte Carlo Masters,Masters 1000,Clay,1st Round,3,Altmaier D.,Auger-Aliassime F.,Altmaier D.,84,19,763,2415,7-6 6-3
2025-04-07,Monte Carlo Masters,Masters 1000,Clay,1st Round,3,Lehecka J.,Korda S.,Lehecka J.,28,24,1745,2010,6-3 7-6
