Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,Status,Odds_source,B365_1,B365_2,Pinnacle_1,Pinnacle_2,Avg_1,Avg_2,Max_1,Max_2,Betfair_1,Betfair_2
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Baccanello P.,Escude N.,Escude N.,655.0,40.0,,,-1.0,-1.0,7-6 5-7 3-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Clement A.,Enqvist T.,Enqvist T.,56.0,5.0,,,-1.0,-1.0,3-6 3-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Gambill J.M.,Arthurs W.,Gambill J.M.,58.0,105.0,,,-1.0,-1.0,3-6 7-6 6-4,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Goldstein P.,Vinck C.,Vinck C.,88.0,227.0,,,-1.0,-1.0,6-3 3-6 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Henman T.,Balcells J.,Henman T.,11.0,218.0,,,-1.0,-1.0,6-4 7-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Hewitt L.,Woodforde M.,Hewitt L.,24.0,129.0,,,-1.0,-1.0,6-3 2-6 6-1,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Ilie A.,Grosjean S.,Grosjean S.,51.0,26.0,,,-1.0,-1.0,2-6 1-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Knippschild J.,Federer R.,Federer R.,87.0,65.0,,,-1.0,-1.0,1-6 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Ljubicic I.,Dosedel S.,Dosedel S.,77.0,63.0,,,-1.0,-1.0,4-6 2-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Norman M.,Draper S.,Norman M.,15.0,155.0,,,-1.0,-1.0,6-4 6-4,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Petrovic D.,Huet S.,Petrovic D.,208.0,122.0,,,-1.0,-1.0,3-6 6-3 6-3,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Pozzi G.,Sekulov J.,Sekulov J.,79.0,142.0,,,-1.0,-1.0,4-6 6-2 2-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Spadea V.,Martin A.,Martin A.,21.0,55.0,,,-1.0,-1.0,2-6 2-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Stoltenberg J.,Hrbaty D.,Stoltenberg J.,84.0,20.0,,,-1.0,-1.0,6-3 6-1,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Tebbutt M.,Lisnard J.,Lisnard J.,351.0,134.0,,,-1.0,-1.0,6-7 7-6 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Woodbridge T.,Fromberg R.,Fromberg R.,198.0,81.0,,,-1.0,-1.0,6-7 7-5 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Escude N.,Dosedel S.,Escude N.,40.0,63.0,,,-1.0,-1.0,7-6 6-4,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Federer R.,Enqvist T.,Enqvist T.,65.0,5.0,,,-1.0,-1.0,6-7 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Fromberg R.,Norman M.,Norman M.,81.0,15.0,,,-1.0,-1.0,5-7 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Grosjean S.,Gambill J.M.,Grosjean S.,26.0,58.0,,,-1.0,-1.0,3-6 7-6 6-2,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Petrovic D.,Hewitt L.,24.0,208.0,,,-1.0,-1.0,6-0 6-2,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Lisnard J.,Henman T.,Henman T.,134.0,11.0,,,-1.0,-1.0,6-3 4-6 2-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Sekulov J.,Martin A.,Martin A.,142.0,55.0,,,-1.0,-1.0,6-7 6-7,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Vinck C.,Stoltenberg J.,Stoltenberg J.,227.0,84.0,,,-1.0,-1.0,6-3 4-6 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Grosjean S.,Enqvist T.,Enqvist T.,26.0,5.0,,,-1.0,-1.0,6-7 5-7,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Henman T.,Escude N.,Escude N.,11.0,40.0,,,-1.0,-1.0,3-6 1-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Norman M.,Martin A.,Norman M.,15.0,55.0,,,-1.0,-1.0,6-4 6-3,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Stoltenberg J.,Hewitt L.,Hewitt L.,84.0,24.0,,,-1.0,-1.0,2-6 2-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,Semifinals,3,Enqvist T.,Norman M.,Enqvist T.,5.0,15.0,,,-1.0,-1.0,3-6 6-2 6-2,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,Semifinals,3,Escude N.,Hewitt L.,Hewitt L.,40.0,24.0,,,-1.0,-1.0,6-3 1-6 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,The Final,3,Enqvist T.,Hewitt L.,Hewitt L.,5.0,24.0,,,-1.0,-1.0,6-3 3-6 2-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Agenor R.,Kumar S.,Agenor R.,94.0,1198.0,,,-1.0,-1.0,6-4 6-4,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Behrend T.,Popp A.,Behrend T.,116.0,124.0,,,-1.0,-1.0,6-4 4-6 6-1,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Black B.,Delgado J.,Delgado J.,67.0,162.0,,,-1.0,-1.0,2-6 6-7,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Boutter J.,Paes L.,Paes L.,137.0,145.0,,,-1.0,-1.0,4-6 6-7,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Hantschk M.,Tieleman L.,Hantschk M.,128.0,89.0,,,-1.0,-1.0,7-6 6-3,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Ishii Y.,Vanek J.,Vanek J.,238.0,160.0,,,-1.0,-1.0,3-6 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Jonsson F.,Kroslak J.,Jonsson F.,127.0,103.0,,,-1.0,-1.0,6-3 6-3,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Kafelnikov Y.,Tabara M.,Tabara M.,2.0,125.0,,,-1.0,-1.0,4-6 2-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Lopez-Moron A.,Vinciguerra A.,Vinciguerra A.,113.0,99.0,,,-1.0,-1.0,4-6 2-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Manta L.,Zib T.,Manta L.,117.0,115.0,,,-1.0,-1.0,7-5 6-2,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Ogorodov O.,Ketola T.,Ketola T.,135.0,163.0,,,-1.0,-1.0,5-7 6-4 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Pioline C.,Ram A.,Pioline C.,14.0,414.0,,,-1.0,-1.0,6-3 6-1,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Rochus C.,Damm M.,Damm M.,120.0,104.0,,,-1.0,-1.0,3-6 0-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Spottl M.,Golmard J.,Golmard J.,200.0,38.0,,,-1.0,-1.0,3-6 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Stanoytchev O.,Kilderry P.,Stanoytchev O.,111.0,342.0,,,-1.0,-1.0,6-4 7-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Voinea A.,Sanguinetti D.,Sanguinetti D.,100.0,121.0,,,-1.0,-1.0,6-7 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Agenor R.,Damm M.,Damm M.,94.0,104.0,,,-1.0,-1.0,6-4 2-6 1-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Hantschk M.,Behrend T.,Hantschk M.,128.0,116.0,,,-1.0,-1.0,6-3 4-6 6-3,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Jonsson F.,Golmard J.,Golmard J.,127.0,38.0,,,-1.0,-1.0,2-6 3-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Ketola T.,Vanek J.,Ketola T.,163.0,160.0,,,-1.0,-1.0,4-6 6-4 6-4,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Pioline C.,Paes L.,Pioline C.,14.0,145.0,,,-1.0,-1.0,6-3 6-4,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Stanoytchev O.,Delgado J.,Delgado J.,111.0,162.0,,,-1.0,-1.0,6-4 2-6 3-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Tabara M.,Manta L.,Manta L.,125.0,117.0,,,-1.0,-1.0,4-6 3-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Vinciguerra A.,Sanguinetti D.,Sanguinetti D.,99.0,121.0,,,-1.0,-1.0,6-2 5-7 3-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Damm M.,Manta L.,Damm M.,104.0,117.0,,,-1.0,-1.0,6-4 6-4,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Delgado J.,Golmard J.,Golmard J.,162.0,38.0,,,-1.0,-1.0,3-6 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Ketola T.,Hantschk M.,Hantschk M.,163.0,128.0,,,-1.0,-1.0,7-5 5-7 2-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Pioline C.,Sanguinetti D.,Pioline C.,14.0,121.0,,,-1.0,-1.0,3-6 6-4 7-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,Semifinals,3,Damm M.,Golmard J.,Golmard J.,104.0,38.0,,,-1.0,-1.0,6-3 3-6 3-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,Semifinals,3,Hantschk M.,Pioline C.,Hantschk M.,128.0,14.0,,,-1.0,-1.0,6-4 2-6 7-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gold Flake Open,2000-01-03,International,Outdoor,Hard,The Final,3,Hantschk M.,Golmard J.,Golmard J.,128.0,38.0,,,-1.0,-1.0,3-6 7-6 3-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Al-Alawi S.K.,Berasategui A.,Berasategui A.,,60.0,,,-1.0,-1.0,3-6 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Bastl G.,Novak J.,Bastl G.,85.0,36.0,,,-1.0,-1.0,6-4 7-5,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Blanco G.,van Lottum J.,van Lottum J.,76.0,69.0,,,-1.0,-1.0,4-6 1-0,retired,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Burgsmuller L.,Santoro F.,Santoro F.,138.0,32.0,,,-1.0,-1.0,4-6 1-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Cherkasov A.,Arazi H.,Cherkasov A.,206.0,35.0,,,-1.0,-1.0,6-2 6-4,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Diaz J.,Schalken S.,Schalken S.,86.0,44.0,,,-1.0,-1.0,5-7 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Dupuis A.,El Aynaoui Y.,33.0,78.0,,,-1.0,-1.0,4-6 6-3 6-2,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Gaudio G.,Luxa P.,Gaudio G.,73.0,174.0,,,-1.0,-1.0,4-6 6-0 6-2,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Heuberger I.,Caratti C.,Caratti C.,219.0,211.0,,,-1.0,-1.0,6-7 6-4 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Kiefer N.,Tarango J.,Kiefer N.,6.0,59.0,,,-1.0,-1.0,7-6 7-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Mantilla F.,Marin J.A.,Marin J.A.,25.0,71.0,,,-1.0,-1.0,1-6,retired,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Mirnyi M.,Puerta M.,Mirnyi M.,74.0,101.0,,,-1.0,-1.0,7-5 6-2,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Sanchez J.,Schuettler R.,Schuettler R.,285.0,47.0,,,-1.0,-1.0,2-6 6-7,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Squillari F.,Siemerink J.,Squillari F.,49.0,93.0,,,-1.0,-1.0,6-2 6-4,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Tillstrom M.,Ivanisevic G.,Tillstrom M.,83.0,62.0,,,-1.0,-1.0,7-6 6-4,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Vicente F.,Vacek D.,Vacek D.,50.0,39.0,,,-1.0,-1.0,6-0 3-6 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Berasategui A.,Bastl G.,Bastl G.,60.0,85.0,,,-1.0,-1.0,3-6 1-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Caratti C.,Kiefer N.,Kiefer N.,211.0,6.0,,,-1.0,-1.0,1-6 1-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,El Aynaoui Y.,Gaudio G.,El Aynaoui Y.,33.0,73.0,,,-1.0,-1.0,6-4 6-4,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Marin J.A.,Mirnyi M.,Mirnyi M.,71.0,74.0,,,-1.0,-1.0,0-6 1-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Santoro F.,van Lottum J.,Santoro F.,32.0,69.0,,,-1.0,-1.0,7-6 6-1,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Schalken S.,Squillari F.,Schalken S.,44.0,49.0,,,-1.0,-1.0,4-6 6-1 6-1,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Schuettler R.,Vacek D.,Schuettler R.,47.0,39.0,,,-1.0,-1.0,6-3 6-2,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Tillstrom M.,Cherkasov A.,Tillstrom M.,83.0,206.0,,,-1.0,-1.0,7-6 6-4,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Bastl G.,Santoro F.,Santoro F.,85.0,32.0,,,-1.0,-1.0,2-6 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Kiefer N.,Schalken S.,Kiefer N.,6.0,44.0,,,-1.0,-1.0,6-1 6-0,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Schuettler R.,Mirnyi M.,Schuettler R.,47.0,74.0,,,-1.0,-1.0,6-3 6-2,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Tillstrom M.,El Aynaoui Y.,El Aynaoui Y.,83.0,33.0,,,-1.0,-1.0,5-7 3-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,Semifinals,3,El Aynaoui Y.,Schuettler R.,Schuettler R.,33.0,47.0,,,-1.0,-1.0,7-6 4-6 4-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,Semifinals,3,Santoro F.,Kiefer N.,Santoro F.,32.0,6.0,,,-1.0,-1.0,7-5 6-4,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qatar Open,2000-01-03,International,Outdoor,Hard,The Final,3,Santoro F.,Schuettler R.,Santoro F.,32.0,47.0,,,-1.0,-1.0,3-6 7-5 3-0,retired,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Balcells J.,Squillari F.,Balcells J.,211.0,49.0,,,-1.0,-1.0,7-5 7-5,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Behrend T.,Hantschk M.,Behrend T.,115.0,95.0,,,-1.0,-1.0,6-2 6-2,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
