Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,Status,Odds_source,B365_1,B365_2,Pinnacle_1,Pinnacle_2,Avg_1,Avg_2,Max_1,Max_2,Betfair_1,Betfair_2
French Open,2003-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Davydenko N.,Hewitt L.,Hewitt L.,33.0,1.0,,,3.75,1.25,3-6 6-4 3-6 6-7,completed,bet365,3.75,1.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrero J.C.,Massu N.,Ferrero J.C.,3.0,84.0,,,1.1,6.5,6-2 3-0,retired,bet365,1.1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Gonzalez F.,Portas A.,Gonzalez F.,20.0,81.0,,,1.222,4.0,6-3 4-6 6-4 6-2,completed,bet365,1.222,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Grosjean S.,Vicente F.,Vicente F.,15.0,63.0,,,1.4,2.75,6-7 3-6 3-6,completed,bet365,1.4,2.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Hanescu V.,Sargsian S.,Hanescu V.,122.0,67.0,,,2.375,1.533,6-3 7-5 3-6 6-2,completed,bet365,2.375,1.533,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Henman T.,Martin T.,Henman T.,28.0,94.0,,,1.615,2.2,7-6 5-7 6-1 7-5,completed,bet365,1.615,2.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Kuerten G.,Arazi H.,Kuerten G.,16.0,91.0,,,1.143,5.0,6-1 6-0 6-1,completed,bet365,1.143,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Ljubicic I.,Blake J.,Ljubicic I.,43.0,27.0,,,1.667,2.1,6-3 4-6 7-6 6-4,completed,bet365,1.667,2.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Mutis O.,Gaudio G.,Gaudio G.,83.0,22.0,,,6.5,1.1,2-6 6-1 2-6 2-6,completed,bet365,6.5,1.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Nieminen J.,Varlet J.,Nieminen J.,34.0,163.0,,,1.2,4.333,1-6 1-6 7-6 6-2 6-4,completed,bet365,1.2,4.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Santoro F.,Schalken S.,Schalken S.,54.0,13.0,,,2.75,1.4,1-6 3-6 4-6,completed,bet365,2.75,1.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Squillari F.,Lapentti N.,Lapentti N.,89.0,58.0,,,1.615,2.2,6-4 1-6 4-6 3-6,completed,bet365,1.615,2.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Stepanek R.,Costa A.,Costa A.,47.0,9.0,,,2.75,1.4,3-6 7-5 4-6 6-3 4-6,completed,bet365,2.75,1.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Blanco G.,Saretta F.,Saretta F.,139.0,78.0,,,2.375,1.533,6-7 3-6 2-2,retired,bet365,2.375,1.533,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Chela J.I.,Moya C.,Moya C.,35.0,4.0,,,4.333,1.2,2-6 3-6 6-3 6-2 3-6,completed,bet365,4.333,1.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Coria G.,Savolt A.,Coria G.,7.0,141.0,,,1.083,7.0,6-4 6-1 6-1,completed,bet365,1.083,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,El Aynaoui Y.,Zabaleta M.,Zabaleta M.,26.0,39.0,,,1.444,2.625,2-6 4-6 6-3 6-7,completed,bet365,1.444,2.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Ferreira W.,Schuettler R.,Schuettler R.,24.0,11.0,,,2.0,1.727,3-6 6-1 6-7 3-2,retired,bet365,2.0,1.727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Malisse X.,Agassi A.,Agassi A.,29.0,2.0,,,6.0,1.111,4-6 5-7 5-7,completed,bet365,6.0,1.111,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Novak J.,Ljubicic I.,Novak J.,14.0,43.0,,,1.667,2.1,6-4 7-5 3-6 6-2,completed,bet365,1.667,2.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Verkerk M.,Spadea V.,Verkerk M.,46.0,32.0,,,1.571,2.25,5-7 6-4 6-2 7-5,completed,bet365,1.571,2.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Clement A.,Coutelot N.,Clement A.,36.0,208.0,,,1.4,2.75,6-4 6-3 6-2,completed,bet365,1.4,2.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Costa A.,Lapentti N.,Costa A.,9.0,58.0,,,1.4,2.75,4-6 4-6 6-3 6-4 6-4,completed,bet365,1.4,2.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Ferrero J.C.,Henman T.,Ferrero J.C.,3.0,28.0,,,1.1,6.5,4-6 6-2 6-4 6-2,completed,bet365,1.1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Nieminen J.,Hanescu V.,Nieminen J.,34.0,122.0,,,1.4,2.75,6-7 6-4 6-2 3-6 6-3,completed,bet365,1.4,2.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Robredo T.,Hewitt L.,Robredo T.,31.0,1.0,,,3.25,1.333,4-6 1-6 6-3 6-2 6-3,completed,bet365,3.25,1.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Schalken S.,Gonzalez F.,Gonzalez F.,13.0,20.0,,,2.25,1.571,6-7 3-6 1-3,retired,bet365,2.25,1.571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Vicente F.,Mantilla F.,Mantilla F.,63.0,21.0,,,3.5,1.286,6-7 3-6 3-6,completed,bet365,3.5,1.286,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Gaudio G.,Kuerten G.,Kuerten G.,22.0,16.0,,,2.0,1.727,6-7 5-7 7-5 3-6,completed,bet365,2.0,1.727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Agassi A.,Saretta F.,Agassi A.,2.0,78.0,,,1.125,5.5,6-2 6-1 7-5,completed,bet365,1.125,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Novak J.,Moya C.,Moya C.,14.0,4.0,,,2.75,1.4,5-7 3-6 2-6,completed,bet365,2.75,1.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Schuettler R.,Verkerk M.,Verkerk M.,11.0,46.0,,,1.533,2.375,3-6 3-6 5-7,completed,bet365,1.533,2.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Costa A.,Clement A.,Costa A.,9.0,36.0,,,1.667,2.1,6-2 7-5 7-5,completed,bet365,1.667,2.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Mantilla F.,Ferrero J.C.,Ferrero J.C.,21.0,3.0,,,4.0,1.222,2-6 1-6 1-6,completed,bet365,4.0,1.222,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Nieminen J.,Gonzalez F.,Gonzalez F.,34.0,20.0,,,3.75,1.25,3-6 3-6 2-6,completed,bet365,3.75,1.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Robredo T.,Kuerten G.,Robredo T.,31.0,16.0,,,3.25,1.333,6-4 1-6 7-6 6-4,completed,bet365,3.25,1.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Zabaleta M.,Coria G.,Coria G.,39.0,7.0,,,3.75,1.25,4-6 6-7 7-5 7-6 3-6,completed,bet365,3.75,1.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,5,Agassi A.,Coria G.,Coria G.,2.0,7.0,,,1.4,2.75,6-4 3-6 2-6 4-6,completed,bet365,1.4,2.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,5,Verkerk M.,Moya C.,Verkerk M.,46.0,4.0,,,3.75,1.25,6-3 6-4 5-7 4-6 8-6,completed,bet365,3.75,1.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,5,Costa A.,Robredo T.,Costa A.,9.0,31.0,,,1.727,2.0,2-6 3-6 6-4 7-5 6-2,completed,bet365,1.727,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,5,Ferrero J.C.,Gonzalez F.,Ferrero J.C.,3.0,20.0,,,1.286,3.5,6-1 3-6 6-1 5-7 6-4,completed,bet365,1.286,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-06,Grand Slam,Outdoor,Clay,Semifinals,5,Coria G.,Verkerk M.,Verkerk M.,7.0,46.0,,,1.333,3.25,6-7 4-6 6-7,completed,bet365,1.333,3.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-06,Grand Slam,Outdoor,Clay,Semifinals,5,Ferrero J.C.,Costa A.,Ferrero J.C.,3.0,9.0,,,1.333,3.25,6-3 7-6 6-4,completed,bet365,1.333,3.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2003-06-08,Grand Slam,Outdoor,Clay,The Final,5,Verkerk M.,Ferrero J.C.,Ferrero J.C.,46.0,3.0,,,3.5,1.333,1-6 3-6 2-6,completed,bet365,3.5,1.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-09,International,Outdoor,Grass,1st Round,3,Carlsen K.,Schuettler R.,Schuettler R.,71.0,8.0,,,2.75,1.4,3-6 4-6,completed,bet365,2.75,1.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-09,International,Outdoor,Grass,1st Round,3,Dreekmann H.,Novak J.,Novak J.,856.0,10.0,,,4.5,1.167,2-6 4-6,completed,bet365,4.5,1.167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-09,International,Outdoor,Grass,1st Round,3,Koderisch C.,El Aynaoui Y.,El Aynaoui Y.,1355.0,24.0,,,-1.0,-1.0,1-6 2-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-09,International,Outdoor,Grass,1st Round,3,Lee H.T.,Vicente F.,Vicente F.,53.0,62.0,,,1.286,3.25,4-6 0-6,completed,bet365,1.286,3.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-09,International,Outdoor,Grass,1st Round,3,Lopez F.,Davydenko N.,Lopez F.,54.0,35.0,,,1.667,2.1,7-6 6-3,completed,bet365,1.667,2.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-09,International,Outdoor,Grass,1st Round,3,Scherrer J.C.,Burgsmuller L.,Burgsmuller L.,456.0,88.0,,,2.62,1.44,4-6 7-5 4-6,completed,bet365,2.62,1.44,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Ancic M.,Knowle J.,Ancic M.,72.0,136.0,,,1.25,3.5,6-2 6-1,completed,bet365,1.25,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Beck K.,Nieminen J.,Nieminen J.,76.0,30.0,,,1.667,2.1,2-6 1-6,completed,bet365,1.667,2.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Dupuis A.,Arthurs W.,Dupuis A.,81.0,57.0,,,3.0,1.333,6-4 7-6,completed,bet365,3.0,1.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Gambill J.M.,Enqvist T.,Gambill J.M.,39.0,104.0,,,1.615,2.2,7-6 7-6,completed,bet365,1.615,2.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Ivanisevic G.,Vacek J.,Vacek J.,681.0,102.0,,,1.615,2.2,2-6 2-6,completed,bet365,1.615,2.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Karlovic I.,Gimelstob J.,Karlovic I.,208.0,97.0,,,1.83,1.83,7-6 4-6 7-6,completed,bet365,1.83,1.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Luxa P.,de Voest R.,de Voest R.,274.0,195.0,,,2.0,1.72,3-6 4-6,completed,bet365,2.0,1.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Mello R.,Martin T.,Martin T.,119.0,94.0,,,4.5,1.167,2-6 1-6,completed,bet365,4.5,1.167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Mutis O.,Mamiit C.,Mamiit C.,78.0,140.0,,,1.909,1.8,4-6 6-4 3-6,completed,bet365,1.909,1.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Philippoussis M.,Krajicek R.,Krajicek R.,47.0,74.0,,,1.533,2.375,6-7 3-6,completed,bet365,1.533,2.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Rusedski G.,Ginepri R.,Rusedski G.,69.0,55.0,,,1.5,2.5,7-6 3-6 6-0,completed,bet365,1.5,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Sanguinetti D.,Waske A.,Sanguinetti D.,89.0,113.0,,,1.615,2.2,7-6 7-6,completed,bet365,1.615,2.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Saulnier C.,Draper S.,Saulnier C.,124.0,114.0,,,2.625,1.444,6-4 6-4,completed,bet365,2.625,1.444,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Sluiter R.,Voinea A.,Sluiter R.,63.0,103.0,,,1.444,2.625,7-6 6-3,completed,bet365,1.444,2.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Stoliarov A.,Arazi H.,Arazi H.,146.0,99.0,,,2.1,1.667,6-7 6-3 3-6,completed,bet365,2.1,1.667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-09,International,Outdoor,Grass,1st Round,3,Voltchkov V.,Luczak P.,Luczak P.,67.0,133.0,,,1.364,2.875,3-6 6-4 2-6,completed,bet365,1.364,2.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-10,International,Outdoor,Grass,1st Round,3,Bjorkman J.,Abel M.,Bjorkman J.,68.0,192.0,,,1.167,4.5,6-3 6-4,completed,bet365,1.167,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-10,International,Outdoor,Grass,1st Round,3,Escude N.,Stepanek R.,Stepanek R.,59.0,40.0,,,1.615,2.2,6-3 3-6 0-3,retired,bet365,1.615,2.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-10,International,Outdoor,Grass,1st Round,3,Kafelnikov Y.,Kucera K.,Kucera K.,17.0,46.0,,,1.364,2.875,1-6 7-6 6-7,completed,bet365,1.364,2.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-10,International,Outdoor,Grass,1st Round,3,Kiefer N.,Rochus O.,Kiefer N.,73.0,65.0,,,1.667,2.1,6-3 6-0,completed,bet365,1.667,2.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-10,International,Outdoor,Grass,1st Round,3,Koubek S.,Allegro Y.,Koubek S.,70.0,222.0,,,1.667,2.1,6-4 6-3,completed,bet365,1.667,2.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-10,International,Outdoor,Grass,1st Round,3,Mathieu P.H.,Youzhny M.,Youzhny M.,56.0,29.0,,,2.75,1.4,6-1 1-6 2-6,completed,bet365,2.75,1.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-10,International,Outdoor,Grass,1st Round,3,Niemeyer F.,Clement A.,Clement A.,346.0,34.0,,,3.5,1.25,3-6 0-6,completed,bet365,3.5,1.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-10,International,Outdoor,Grass,1st Round,3,Prinosil D.,Ljubicic I.,Ljubicic I.,219.0,38.0,,,2.375,1.533,6-7 2-6,completed,bet365,2.375,1.533,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-10,International,Outdoor,Grass,1st Round,3,Sargsian S.,Federer R.,Federer R.,61.0,5.0,,,6.5,1.1,5-7 1-6,completed,bet365,6.5,1.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-10,International,Outdoor,Grass,1st Round,3,Bogdanovic A.,Parmar A.,Bogdanovic A.,361.0,187.0,,,1.83,1.83,6-7 6-4 7-6,completed,bet365,1.83,1.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-10,International,Outdoor,Grass,1st Round,3,Carraz G.,Kratochvil M.,Kratochvil M.,127.0,87.0,,,2.25,1.571,3-6 5-7,completed,bet365,2.25,1.571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-10,International,Outdoor,Grass,1st Round,3,Fish M.,Norman D.,Norman D.,50.0,118.0,,,1.364,2.875,6-7 6-7,completed,bet365,1.364,2.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-10,International,Outdoor,Grass,1st Round,3,Kendrick R.,Dent T.,Dent T.,126.0,44.0,,,3.5,1.25,2-6 5-7,completed,bet365,3.5,1.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-10,International,Outdoor,Grass,1st Round,3,Mahut N.,Reid T.,Reid T.,197.0,279.0,,,2.25,1.571,3-6 5-7,completed,bet365,2.25,1.571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-10,International,Outdoor,Grass,1st Round,3,Mirnyi M.,Bastl G.,Mirnyi M.,42.0,150.0,,,1.5,2.5,6-3 6-4,completed,bet365,1.5,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-10,International,Outdoor,Grass,1st Round,3,Sa A.,Elseneer G.,Sa A.,85.0,160.0,,,2.25,1.571,6-2 7-6,completed,bet365,2.25,1.571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-10,International,Outdoor,Grass,1st Round,3,van Lottum J.,Rosset M.,Rosset M.,93.0,108.0,,,2.625,1.444,6-7 5-7,completed,bet365,2.625,1.444,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-10,International,Outdoor,Grass,2nd Round,3,Agassi A.,Luczak P.,Agassi A.,2.0,133.0,,,1.111,6.0,7-6 6-4,completed,bet365,1.111,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-10,International,Outdoor,Grass,2nd Round,3,Ancic M.,Srichaphan P.,Ancic M.,72.0,11.0,,,1.833,1.833,6-3 6-3,completed,bet365,1.833,1.833,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-10,International,Outdoor,Grass,2nd Round,3,Malisse X.,Karlovic I.,Malisse X.,32.0,208.0,,,1.286,3.5,6-3 7-6,completed,bet365,1.286,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-10,International,Outdoor,Grass,2nd Round,3,Sanguinetti D.,Henman T.,Henman T.,89.0,26.0,,,6.5,1.1,6-3 3-6 6-7,completed,bet365,6.5,1.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-10,International,Outdoor,Grass,2nd Round,3,de Voest R.,Roddick A.,Roddick A.,195.0,7.0,,,-1.0,-1.0,3-6 2-6,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-11,International,Outdoor,Grass,1st Round,3,Santoro F.,Vahaly B.,Santoro F.,49.0,82.0,,,1.571,2.25,6-2 4-6 6-3,completed,bet365,1.571,2.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-11,International,Outdoor,Grass,2nd Round,3,Koubek S.,Novak J.,Novak J.,70.0,10.0,,,2.75,1.4,4-6 3-6,completed,bet365,2.75,1.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-11,International,Outdoor,Grass,2nd Round,3,Lopez F.,Kiefer N.,Kiefer N.,54.0,73.0,,,2.375,1.533,1-6 6-3 5-7,completed,bet365,2.375,1.533,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-11,International,Outdoor,Grass,2nd Round,3,Schuettler R.,Stepanek R.,Stepanek R.,8.0,40.0,,,1.667,2.1,4-6 7-6 3-6,completed,bet365,1.667,2.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gerry Weber Open,2003-06-11,International,Outdoor,Grass,2nd Round,3,Youzhny M.,Bjorkman J.,Youzhny M.,29.0,68.0,,,1.667,2.1,6-4 7-5,completed,bet365,1.667,2.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-11,International,Outdoor,Grass,2nd Round,3,Arazi H.,Rusedski G.,Rusedski G.,99.0,69.0,,,3.5,1.286,4-6 4-6,completed,bet365,3.5,1.286,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-11,International,Outdoor,Grass,2nd Round,3,Bogdanovic A.,Dupuis A.,Dupuis A.,361.0,81.0,,,2.375,1.533,6-3 6-7 6-7,completed,bet365,2.375,1.533,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stella Artois,2003-06-11,International,Outdoor,Grass,2nd Round,3,Dent T.,Mamiit C.,Dent T.,44.0,140.0,,,1.222,4.0,6-4 6-4,completed,bet365,1.222,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
