Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,Status,Odds_source,B365_1,B365_2,Pinnacle_1,Pinnacle_2,Avg_1,Avg_2,Max_1,Max_2,Betfair_1,Betfair_2
French Open,2021-05-31,Grand Slam,Outdoor,Clay,1st Round,3,Martincova T.,Jorovic I.,Martincova T.,94.0,255.0,853.0,270.0,1.42,2.87,6-3 7-6,completed,market_average,1.44,2.75,1.49,2.78,1.42,2.87,1.49,3.64,-1.0,-1.0
French Open,2021-05-31,Grand Slam,Outdoor,Clay,1st Round,3,Mertens E.,Sanders S.,Mertens E.,15.0,161.0,3685.0,493.0,1.14,5.7,6-4 6-1,completed,market_average,1.14,5.5,1.16,5.9,1.14,5.7,1.18,6.5,-1.0,-1.0
French Open,2021-05-31,Grand Slam,Outdoor,Clay,1st Round,3,Osorio M.,Brengle M.,Brengle M.,98.0,84.0,837.0,990.0,1.19,4.73,5-7 4-6,completed,market_average,1.22,4.33,1.19,5.2,1.19,4.73,1.23,5.25,-1.0,-1.0
French Open,2021-05-31,Grand Slam,Outdoor,Clay,1st Round,3,Pegula J.,Zhu L.,Pegula J.,29.0,99.0,2219.0,831.0,1.02,14.51,6-4 4-6 6-4,completed,market_average,1.04,13.0,1.03,17.19,1.02,14.51,1.04,20.0,-1.0,-1.0
French Open,2021-05-31,Grand Slam,Outdoor,Clay,1st Round,3,Podoroska N.,Bencic B.,Bencic B.,42.0,11.0,1687.0,4140.0,1.84,1.97,0-6 3-6,completed,market_average,1.9,1.9,1.93,1.96,1.84,1.97,1.93,2.2,-1.0,-1.0
French Open,2021-05-31,Grand Slam,Outdoor,Clay,1st Round,3,Rogers S.,Peterson R.,Peterson R.,47.0,60.0,1618.0,1330.0,1.45,2.77,7-6 6-7 2-6,completed,market_average,1.4,3.0,1.53,2.67,1.45,2.77,1.53,3.1,-1.0,-1.0
French Open,2021-05-31,Grand Slam,Outdoor,Clay,1st Round,3,Rus A.,Buzarnescu M.,Buzarnescu M.,83.0,174.0,996.0,425.0,1.38,3.05,5-7 5-7,completed,market_average,1.36,3.2,1.43,3.01,1.38,3.05,1.43,3.32,-1.0,-1.0
French Open,2021-05-31,Grand Slam,Outdoor,Clay,1st Round,3,Trevisan M.,Van Uytvanck A.,Trevisan M.,97.0,67.0,844.0,1205.0,2.38,1.58,7-5 4-6 6-4,completed,market_average,2.3,1.61,2.48,1.6,2.38,1.58,2.54,1.65,-1.0,-1.0
French Open,2021-05-31,Grand Slam,Outdoor,Clay,1st Round,3,Williams S.,Begu I.,Williams S.,8.0,74.0,4821.0,1104.0,1.35,3.23,7-6 6-2,completed,market_average,1.36,3.2,1.4,3.19,1.35,3.23,1.4,3.51,-1.0,-1.0
French Open,2021-05-31,Grand Slam,Outdoor,Clay,1st Round,3,Zheng S.,Sorribes Tormo S.,Zheng S.,57.0,49.0,1400.0,1535.0,5.0,1.17,4-6 6-4 6-4,completed,market_average,5.0,1.16,6.29,1.15,5.0,1.17,6.29,1.2,-1.0,-1.0
French Open,2021-05-31,Grand Slam,Outdoor,Clay,1st Round,3,Zidansek T.,Andreescu B.,Zidansek T.,85.0,7.0,920.0,5325.0,2.73,1.46,6-7 7-6 9-7,completed,market_average,2.75,1.44,2.79,1.49,2.73,1.46,2.95,1.5,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Babel O.,Svitolina E.,Svitolina E.,1111.0,6.0,11.0,5835.0,20.86,1.01,2-6 5-7,completed,market_average,26.0,1.01,26.33,1.01,20.86,1.01,34.0,1.01,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Brady J.,Sevastova A.,Brady J.,14.0,48.0,3830.0,1615.0,1.82,1.99,6-3 6-3,completed,market_average,1.8,2.0,1.85,2.05,1.82,1.99,1.91,2.12,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Ferro F.,Liang E.S.,Ferro F.,51.0,297.0,1500.0,221.0,1.14,5.7,6-1 1-6 6-4,completed,market_average,1.12,6.0,1.14,6.48,1.14,5.7,1.18,6.48,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Gasparyan M.,Li A.,Li A.,100.0,75.0,826.0,1092.0,2.74,1.46,0-6 1-6,completed,market_average,2.62,1.5,3.03,1.43,2.74,1.46,3.03,1.51,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Gauff C.,Krunic A.,Gauff C.,25.0,213.0,2420.0,329.0,1.13,5.86,7-6 6-4,completed,market_average,1.12,6.0,1.16,6.02,1.13,5.86,1.19,7.5,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Hsieh S.W.,Wang Q.,Wang Q.,64.0,39.0,1263.0,1700.0,2.81,1.44,6-2 4-6 5-7,completed,market_average,2.75,1.44,2.67,1.53,2.81,1.44,3.02,1.53,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Kontaveit A.,Golubic V.,Kontaveit A.,31.0,72.0,2145.0,1126.0,1.4,2.95,6-7 7-6 6-0,completed,market_average,1.4,3.0,1.43,3.04,1.4,2.95,1.43,3.4,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Lepchenko V.,Zhang S.,Lepchenko V.,171.0,46.0,430.0,1631.0,1.72,2.14,6-3 6-3,completed,market_average,1.66,2.2,1.8,2.12,1.72,2.14,1.81,2.28,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Paolini J.,Voegele S.,Paolini J.,91.0,131.0,863.0,629.0,1.47,2.7,7-5 6-1,completed,market_average,1.44,2.75,1.49,2.78,1.47,2.7,1.51,2.8,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Paquet C.,Linette M.,Linette M.,251.0,45.0,275.0,1638.0,4.91,1.18,3-6 3-6,completed,market_average,5.0,1.16,4.69,1.23,4.91,1.18,6.0,1.23,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Pera B.,Barty A.,Barty A.,70.0,1.0,1140.0,10175.0,8.07,1.08,4-6 6-3 2-6,completed,market_average,6.5,1.11,9.16,1.09,8.07,1.08,9.52,1.12,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Petkovic A.,Muchova K.,Muchova K.,112.0,19.0,742.0,2816.0,6.65,1.11,6-1 3-6 4-6,completed,market_average,6.5,1.11,7.23,1.12,6.65,1.11,9.0,1.14,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Pliskova Kr.,Krejcikova B.,Krejcikova B.,89.0,33.0,870.0,1973.0,6.31,1.12,7-5 4-6 2-6,completed,market_average,6.0,1.12,6.85,1.13,6.31,1.12,7.0,1.15,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Putintseva Y.,Jabeur O.,Jabeur O.,43.0,26.0,1685.0,2415.0,2.57,1.51,5-7 2-6,completed,market_average,2.5,1.53,2.79,1.49,2.57,1.51,2.79,1.6,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Sakkari M.,Zavatska K.,Sakkari M.,18.0,129.0,2830.0,634.0,1.1,6.97,6-4 6-1,completed,market_average,1.11,6.5,1.11,8.04,1.1,6.97,1.12,8.25,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Schmiedlova A.,Mladenovic K.,Mladenovic K.,121.0,61.0,694.0,1320.0,1.62,2.31,4-6 0-6,completed,market_average,1.57,2.37,1.68,2.32,1.62,2.31,1.7,2.45,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Sharma A.,Bara I.,Sharma A.,124.0,122.0,677.0,691.0,2.25,1.65,7-6 6-2,completed,market_average,2.2,1.66,2.24,1.71,2.25,1.65,2.5,1.73,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Suarez Navarro C.,Stephens S.,Stephens S.,118.0,59.0,702.0,1346.0,6.76,1.11,6-3 6-7 4-6,completed,market_average,8.0,1.08,6.3,1.15,6.76,1.11,9.4,1.15,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Vekic D.,Pliskova Ka.,Pliskova Ka.,36.0,10.0,1810.0,4345.0,4.15,1.23,5-7 4-6,completed,market_average,4.33,1.22,4.05,1.28,4.15,1.23,4.73,1.28,-1.0,-1.0
French Open,2021-06-01,Grand Slam,Outdoor,Clay,1st Round,3,Williams V.,Alexandrova E.,Alexandrova E.,104.0,34.0,814.0,1940.0,5.98,1.13,3-6 1-6,completed,market_average,7.0,1.1,6.03,1.16,5.98,1.13,7.0,1.16,-1.0,-1.0
French Open,2021-06-02,Grand Slam,Outdoor,Clay,2nd Round,3,Brengle M.,Zidansek T.,Zidansek T.,84.0,85.0,990.0,920.0,3.85,1.26,4-6 1-6,completed,market_average,4.0,1.25,4.49,1.24,3.85,1.26,4.49,1.32,-1.0,-1.0
French Open,2021-06-02,Grand Slam,Outdoor,Clay,2nd Round,3,Buzarnescu M.,Williams S.,Williams S.,174.0,8.0,425.0,4821.0,4.96,1.18,3-6 7-5 1-6,completed,market_average,5.0,1.16,5.2,1.19,4.96,1.18,5.5,1.21,-1.0,-1.0
French Open,2021-06-02,Grand Slam,Outdoor,Clay,2nd Round,3,Fernandez L.A.,Keys M.,Keys M.,69.0,24.0,1159.0,2606.0,1.69,2.19,1-6 5-7,completed,market_average,1.72,2.1,1.7,2.27,1.69,2.19,1.76,2.3,-1.0,-1.0
French Open,2021-06-02,Grand Slam,Outdoor,Clay,2nd Round,3,Hercog P.,Garcia C.,Hercog P.,73.0,58.0,1106.0,1350.0,2.55,1.52,7-5 6-4,completed,market_average,2.62,1.5,2.52,1.58,2.55,1.52,2.75,1.65,-1.0,-1.0
French Open,2021-06-02,Grand Slam,Outdoor,Clay,2nd Round,3,Kalinina A.,Collins D.,Collins D.,139.0,50.0,583.0,1529.0,1.68,2.19,0-6 2-6,completed,market_average,1.66,2.2,1.74,2.21,1.68,2.19,1.83,2.35,-1.0,-1.0
French Open,2021-06-02,Grand Slam,Outdoor,Clay,2nd Round,3,Kasatkina D.,Bencic B.,Kasatkina D.,37.0,11.0,1800.0,4140.0,2.2,1.68,6-2 6-2,completed,market_average,2.1,1.72,2.41,1.63,2.2,1.68,2.41,1.78,-1.0,-1.0
French Open,2021-06-02,Grand Slam,Outdoor,Clay,2nd Round,3,Kovinic D.,Badosa P.,Badosa P.,62.0,35.0,1270.0,1870.0,5.02,1.17,2-6 0-6,completed,market_average,5.0,1.16,5.24,1.19,5.02,1.17,5.66,1.21,-1.0,-1.0
French Open,2021-06-02,Grand Slam,Outdoor,Clay,2nd Round,3,Rybakina E.,Hibino N.,Rybakina E.,22.0,82.0,2683.0,998.0,1.16,5.23,6-3 6-1,completed,market_average,1.14,5.5,1.21,4.88,1.16,5.23,1.21,6.1,-1.0,-1.0
French Open,2021-06-02,Grand Slam,Outdoor,Clay,2nd Round,3,Sabalenka A.,Sasnovich A.,Sabalenka A.,4.0,103.0,6195.0,818.0,1.08,8.02,7-5 6-3,completed,market_average,1.1,7.0,1.08,9.51,1.08,8.02,1.14,10.0,-1.0,-1.0
French Open,2021-06-02,Grand Slam,Outdoor,Clay,2nd Round,3,Siniakova K.,Kudermetova V.,Siniakova K.,68.0,30.0,1195.0,2160.0,2.74,1.46,7-6 5-7 7-5,completed,market_average,2.75,1.44,2.7,1.52,2.74,1.46,3.0,1.52,-1.0,-1.0
French Open,2021-06-02,Grand Slam,Outdoor,Clay,2nd Round,3,Tan H.,Vondrousova M.,Vondrousova M.,149.0,21.0,558.0,2746.0,3.96,1.25,1-6 3-6,completed,market_average,4.0,1.25,4.55,1.24,3.96,1.25,4.55,1.35,-1.0,-1.0
French Open,2021-06-02,Grand Slam,Outdoor,Clay,2nd Round,3,Tauson C.,Azarenka V.,Azarenka V.,90.0,16.0,870.0,3526.0,2.36,1.59,5-7 4-6,completed,market_average,2.37,1.57,2.43,1.62,2.36,1.59,2.58,1.65,-1.0,-1.0
French Open,2021-06-02,Grand Slam,Outdoor,Clay,2nd Round,3,Tomljanovic A.,Pavlyuchenkova A.,Pavlyuchenkova A.,76.0,32.0,1075.0,2070.0,2.4,1.57,2-6 3-6,completed,market_average,2.3,1.61,2.46,1.61,2.4,1.57,2.65,1.63,-1.0,-1.0
French Open,2021-06-02,Grand Slam,Outdoor,Clay,2nd Round,3,Trevisan M.,Cirstea S.,Cirstea S.,97.0,54.0,844.0,1444.0,5.27,1.16,4-6 6-3 4-6,completed,market_average,5.5,1.14,5.25,1.19,5.27,1.16,5.8,1.19,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Baptiste H.,Kenin S.,Kenin S.,203.0,5.0,347.0,5865.0,3.28,1.34,5-7 3-6,completed,market_average,3.4,1.33,3.31,1.37,3.28,1.34,3.5,1.38,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Brady J.,Ferro F.,Brady J.,14.0,51.0,3830.0,1500.0,1.51,2.56,6-4 2-6 7-5,completed,market_average,1.53,2.5,1.54,2.64,1.51,2.56,1.64,2.8,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Gauff C.,Wang Q.,Gauff C.,25.0,39.0,2420.0,1700.0,1.15,5.54,6-3 7-6,completed,market_average,1.14,5.5,1.16,6.01,1.15,5.54,1.17,6.5,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Gracheva V.,Giorgi C.,Gracheva V.,88.0,80.0,879.0,1020.0,2.39,1.58,7-5 1-6 6-2,completed,market_average,2.3,1.61,2.55,1.57,2.39,1.58,2.6,1.73,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Kontaveit A.,Mladenovic K.,Kontaveit A.,31.0,61.0,2145.0,1320.0,1.4,2.97,6-2 6-0,completed,market_average,1.36,3.2,1.42,3.06,1.4,2.97,1.45,3.38,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Krejcikova B.,Alexandrova E.,Krejcikova B.,33.0,34.0,1973.0,1940.0,1.72,2.14,6-2 6-3,completed,market_average,1.72,2.1,1.72,2.22,1.72,2.14,1.85,2.3,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Lepchenko V.,Muchova K.,Muchova K.,171.0,19.0,430.0,2816.0,3.91,1.26,3-6 4-6,completed,market_average,4.0,1.25,3.91,1.29,3.91,1.26,4.5,1.35,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Li A.,Svitolina E.,Svitolina E.,75.0,6.0,1092.0,5835.0,3.6,1.29,0-6 4-6,completed,market_average,3.5,1.3,3.88,1.3,3.6,1.29,3.94,1.32,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Linette M.,Barty A.,Linette M.,45.0,1.0,1638.0,10175.0,5.75,1.14,6-1 2-2,retired,market_average,6.0,1.12,5.9,1.16,5.75,1.14,8.0,1.16,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Mertens E.,Diyas Z.,Mertens E.,15.0,93.0,3685.0,858.0,1.09,7.56,4-6 6-2 6-4,completed,market_average,1.08,8.0,1.11,7.99,1.09,7.56,1.11,9.1,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Pegula J.,Martincova T.,Pegula J.,29.0,94.0,2219.0,853.0,1.28,3.69,6-3 6-3,completed,market_average,1.22,4.33,1.31,3.73,1.28,3.69,1.34,4.36,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Pliskova Ka.,Stephens S.,Stephens S.,10.0,59.0,4345.0,1346.0,1.46,2.73,5-7 1-6,completed,market_average,1.44,2.75,1.5,2.76,1.46,2.73,1.5,3.02,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Sakkari M.,Paolini J.,Sakkari M.,18.0,91.0,2830.0,863.0,1.15,5.6,6-2 6-3,completed,market_average,1.16,5.0,1.16,5.94,1.15,5.6,1.17,6.3,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Sharma A.,Jabeur O.,Jabeur O.,124.0,26.0,677.0,2415.0,4.11,1.24,2-6 4-6,completed,market_average,4.33,1.22,4.38,1.25,4.11,1.24,4.55,1.32,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Swiatek I.,Peterson R.,Swiatek I.,9.0,60.0,4435.0,1330.0,1.03,14.44,6-1 6-1,completed,market_average,1.04,13.0,1.03,17.67,1.03,14.44,1.06,19.0,-1.0,-1.0
French Open,2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,3,Zheng S.,Kostyuk M.,Kostyuk M.,57.0,81.0,1400.0,1000.0,4.09,1.24,3-6 4-6,completed,market_average,4.0,1.25,4.28,1.26,4.09,1.24,4.65,1.29,-1.0,-1.0
French Open,2021-06-04,Grand Slam,Outdoor,Clay,2nd Round,3,Bogdan A.,Osaka N.,Bogdan A.,102.0,2.0,820.0,7461.0,-1.0,-1.0,,walkover,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2021-06-04,Grand Slam,Outdoor,Clay,2nd Round,3,Vesnina E.,Kvitova P.,Vesnina E.,1096.0,12.0,11.0,4115.0,-1.0,-1.0,,walkover,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
French Open,2021-06-04,Grand Slam,Outdoor,Clay,3rd Round,3,Azarenka V.,Keys M.,Azarenka V.,16.0,24.0,3526.0,2606.0,1.62,2.31,6-2 6-2,completed,market_average,1.61,2.3,1.61,2.45,1.62,2.31,1.69,2.55,-1.0,-1.0
French Open,2021-06-04,Grand Slam,Outdoor,Clay,3rd Round,3,Badosa P.,Bogdan A.,Badosa P.,35.0,102.0,1870.0,820.0,1.16,5.31,2-6 7-6 6-4,completed,market_average,1.16,5.0,1.17,5.72,1.16,5.31,1.19,6.44,-1.0,-1.0
French Open,2021-06-04,Grand Slam,Outdoor,Clay,3rd Round,3,Cirstea S.,Kasatkina D.,Cirstea S.,54.0,37.0,1444.0,1800.0,2.47,1.55,6-3 6-2,completed,market_average,2.37,1.57,2.47,1.6,2.47,1.55,2.88,1.6,-1.0,-1.0
French Open,2021-06-04,Grand Slam,Outdoor,Clay,3rd Round,3,Hercog P.,Vondrousova M.,Vondrousova M.,73.0,21.0,1106.0,2746.0,2.79,1.45,3-6 3-6,completed,market_average,2.62,1.5,3.02,1.43,2.79,1.45,3.05,1.54,-1.0,-1.0
French Open,2021-06-04,Grand Slam,Outdoor,Clay,3rd Round,3,Sabalenka A.,Pavlyuchenkova A.,Pavlyuchenkova A.,4.0,32.0,6195.0,2070.0,1.22,4.38,4-6 6-2 0-6,completed,market_average,1.2,4.5,1.26,4.22,1.22,4.38,1.29,4.8,-1.0,-1.0
French Open,2021-06-04,Grand Slam,Outdoor,Clay,3rd Round,3,Siniakova K.,Zidansek T.,Zidansek T.,68.0,85.0,1195.0,920.0,2.08,1.76,6-0 6-7 2-6,completed,market_average,2.1,1.72,2.14,1.78,2.08,1.76,2.18,1.85,-1.0,-1.0
French Open,2021-06-04,Grand Slam,Outdoor,Clay,3rd Round,3,Vesnina E.,Rybakina E.,Rybakina E.,1096.0,22.0,11.0,2683.0,6.04,1.13,1-6 4-6,completed,market_average,6.0,1.12,6.8,1.13,6.04,1.13,7.0,1.18,-1.0,-1.0
French Open,2021-06-04,Grand Slam,Outdoor,Clay,3rd Round,3,Williams S.,Collins D.,Williams S.,8.0,50.0,4821.0,1529.0,1.66,2.25,6-4 6-4,completed,market_average,1.66,2.2,1.67,2.32,1.66,2.25,1.72,2.45,-1.0,-1.0
French Open,2021-06-05,Grand Slam,Outdoor,Clay,3rd Round,3,Gauff C.,Brady J.,Gauff C.,25.0,14.0,2420.0,3830.0,1.55,2.47,6-1,retired,market_average,1.53,2.5,1.61,2.44,1.55,2.47,1.66,2.61,-1.0,-1.0
French Open,2021-06-05,Grand Slam,Outdoor,Clay,3rd Round,3,Gracheva V.,Kostyuk M.,Kostyuk M.,88.0,81.0,879.0,1000.0,3.13,1.37,1-6 2-6,completed,market_average,3.2,1.36,3.18,1.4,3.13,1.37,3.4,1.42,-1.0,-1.0
French Open,2021-06-05,Grand Slam,Outdoor,Clay,3rd Round,3,Kontaveit A.,Swiatek I.,Swiatek I.,31.0,9.0,2145.0,4435.0,5.72,1.14,6-7 0-6,completed,market_average,5.0,1.16,5.89,1.16,5.72,1.14,6.75,1.19,-1.0,-1.0
French Open,2021-06-05,Grand Slam,Outdoor,Clay,3rd Round,3,Linette M.,Jabeur O.,Jabeur O.,45.0,26.0,1638.0,2415.0,3.18,1.36,6-3 0-6 1-6,completed,market_average,3.2,1.36,3.09,1.42,3.18,1.36,3.58,1.42,-1.0,-1.0
French Open,2021-06-05,Grand Slam,Outdoor,Clay,3rd Round,3,Mertens E.,Sakkari M.,Sakkari M.,15.0,18.0,3685.0,2830.0,2.02,1.8,5-7 7-6 2-6,completed,market_average,2.0,1.8,2.13,1.79,2.02,1.8,2.13,1.86,-1.0,-1.0
French Open,2021-06-05,Grand Slam,Outdoor,Clay,3rd Round,3,Muchova K.,Stephens S.,Stephens S.,19.0,59.0,2816.0,1346.0,1.54,2.49,3-6 5-7,completed,market_average,1.53,2.5,1.61,2.46,1.54,2.49,1.61,2.64,-1.0,-1.0
French Open,2021-06-05,Grand Slam,Outdoor,Clay,3rd Round,3,Pegula J.,Kenin S.,Kenin S.,29.0,5.0,2219.0,5865.0,2.15,1.71,6-4 1-6 4-6,completed,market_average,2.2,1.66,2.05,1.85,2.15,1.71,2.31,1.85,-1.0,-1.0
French Open,2021-06-05,Grand Slam,Outdoor,Clay,3rd Round,3,Svitolina E.,Krejcikova B.,Krejcikova B.,6.0,33.0,5835.0,1973.0,1.69,2.19,3-6 2-6,completed,market_average,1.66,2.2,1.74,2.21,1.69,2.19,1.74,2.32,-1.0,-1.0
French Open,2021-06-06,Grand Slam,Outdoor,Clay,4th Round,3,Azarenka V.,Pavlyuchenkova A.,Pavlyuchenkova A.,16.0,32.0,3526.0,2070.0,1.62,2.32,7-5 3-6 2-6,completed,market_average,1.61,2.3,1.68,2.33,1.62,2.32,1.71,2.51,-1.0,-1.0
French Open,2021-06-06,Grand Slam,Outdoor,Clay,4th Round,3,Badosa P.,Vondrousova M.,Badosa P.,35.0,21.0,1870.0,2746.0,1.67,2.22,6-4 3-6 6-2,completed,market_average,1.66,2.2,1.68,2.33,1.67,2.22,1.82,2.33,-1.0,-1.0
French Open,2021-06-06,Grand Slam,Outdoor,Clay,4th Round,3,Cirstea S.,Zidansek T.,Zidansek T.,54.0,85.0,1444.0,920.0,1.75,2.1,6-7 1-6,completed,market_average,1.72,2.1,1.78,2.17,1.75,2.1,1.83,2.23,-1.0,-1.0
French Open,2021-06-06,Grand Slam,Outdoor,Clay,4th Round,3,Williams S.,Rybakina E.,Rybakina E.,8.0,22.0,4821.0,2683.0,1.55,2.5,3-6 5-7,completed,market_average,1.53,2.5,1.59,2.53,1.55,2.5,1.63,2.74,-1.0,-1.0
Nottingham Open,2021-06-06,WTA250,Outdoor,Grass,1st Round,3,Burrage J.,Ahn K.,Ahn K.,250.0,123.0,276.0,679.0,1.85,1.93,6-1 3-6 2-6,completed,market_average,1.9,1.9,1.81,2.09,1.85,1.93,2.06,2.09,-1.0,-1.0
Nottingham Open,2021-06-06,WTA250,Outdoor,Grass,1st Round,3,Dodin O.,Vandeweghe C.,Dodin O.,115.0,224.0,727.0,313.0,2.08,1.74,7-6 6-4,completed,market_average,2.1,1.72,2.18,1.75,2.08,1.74,2.18,2.08,-1.0,-1.0
Nottingham Open,2021-06-06,WTA250,Outdoor,Grass,1st Round,3,Gasanova A.,Kozlova K.,Kozlova K.,173.0,159.0,429.0,501.0,2.29,1.61,6-1 4-6 4-6,completed,market_average,2.37,1.57,2.33,1.67,2.29,1.61,2.47,1.68,-1.0,-1.0
Nottingham Open,2021-06-06,WTA250,Outdoor,Grass,1st Round,3,Inglis M.,Pattinama Kerkhove L.,Pattinama Kerkhove L.,135.0,177.0,611.0,408.0,2.15,1.69,1-6 4-6,completed,market_average,2.1,1.72,2.24,1.71,2.15,1.69,2.3,1.81,-1.0,-1.0
Nottingham Open,2021-06-06,WTA250,Outdoor,Grass,1st Round,3,Kung L.,Grey S.,Kung L.,158.0,614.0,504.0,58.0,1.24,4.07,6-2 6-2,completed,market_average,1.22,4.33,1.31,3.79,1.24,4.07,1.31,5.66,-1.0,-1.0
Nottingham Open,2021-06-06,WTA250,Outdoor,Grass,1st Round,3,Melnikova M.,Volynets K.,Melnikova M.,186.0,202.0,386.0,348.0,2.88,1.41,6-3 2-6 7-6,completed,market_average,3.2,1.36,2.99,1.44,2.88,1.41,3.21,1.47,-1.0,-1.0
Nottingham Open,2021-06-06,WTA250,Outdoor,Grass,1st Round,3,Silva E.,Moore T.,Moore T.,520.0,476.0,80.0,91.0,1.92,1.87,2-6 6-3 6-7,completed,market_average,2.0,1.8,1.86,2.03,1.92,1.87,2.05,2.1,-1.0,-1.0
Nottingham Open,2021-06-06,WTA250,Outdoor,Grass,1st Round,3,Wang Xiy.,Di Giuseppe M.,Wang Xiy.,145.0,194.0,564.0,363.0,1.23,4.0,7-6 7-6,completed,market_average,1.25,4.0,1.26,4.3,1.23,4.0,1.3,4.45,-1.0,-1.0
French Open,2021-06-07,Grand Slam,Outdoor,Clay,4th Round,3,Jabeur O.,Gauff C.,Gauff C.,26.0,25.0,2415.0,2420.0,2.36,1.6,3-6 1-6,completed,market_average,2.37,1.57,2.39,1.65,2.36,1.6,2.46,1.73,-1.0,-1.0
French Open,2021-06-07,Grand Slam,Outdoor,Clay,4th Round,3,Kostyuk M.,Swiatek I.,Swiatek I.,81.0,9.0,1000.0,4435.0,6.57,1.11,3-6 4-6,completed,market_average,6.5,1.11,7.07,1.13,6.57,1.11,8.1,1.14,-1.0,-1.0
French Open,2021-06-07,Grand Slam,Outdoor,Clay,4th Round,3,Sakkari M.,Kenin S.,Sakkari M.,18.0,5.0,2830.0,5865.0,1.52,2.54,6-1 6-3,completed,market_average,1.53,2.5,1.55,2.64,1.52,2.54,1.6,2.73,-1.0,-1.0
French Open,2021-06-07,Grand Slam,Outdoor,Clay,4th Round,3,Stephens S.,Krejcikova B.,Krejcikova B.,59.0,33.0,1346.0,1973.0,2.51,1.53,2-6 0-6,completed,market_average,2.5,1.53,2.6,1.56,2.51,1.53,2.78,1.7,-1.0,-1.0
Nottingham Open,2021-06-07,WTA250,Outdoor,Grass,1st Round,3,Cabrera L.,Wang Y.,Cabrera L.,151.0,119.0,541.0,697.0,2.22,1.64,6-3 6-7 6-2,completed,market_average,2.3,1.61,2.24,1.71,2.22,1.64,2.38,1.74,-1.0,-1.0
Nottingham Open,2021-06-07,WTA250,Outdoor,Grass,1st Round,3,Dolehide C.,Gatto-Monticone G.,Dolehide C.,164.0,172.0,478.0,429.0,1.79,2.01,6-4 6-3,completed,market_average,1.8,2.0,1.83,2.07,1.79,2.01,1.91,2.13,-1.0,-1.0
