Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,Status,Odds_source,B365_1,B365_2,Pinnacle_1,Pinnacle_2,Avg_1,Avg_2,Max_1,Max_2,Betfair_1,Betfair_2
Mondial Australian Women's Hardcourts,2006-12-31,Tier 3,Outdoor,Hard,1st Round,3,Benesova I.,Bremond S.,Bremond S.,58.0,40.0,402.25,521.0,2.0,1.72,6-0 4-6 2-6,completed,bet365,2.0,1.72,2.24,1.746,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2006-12-31,Tier 3,Outdoor,Hard,1st Round,3,Camerin M.E.,Vesnina E.,Vesnina E.,50.0,47.0,426.5,445.25,2.25,1.57,3-6 2-6,completed,bet365,2.25,1.57,2.3,1.714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2006-12-31,Tier 3,Outdoor,Hard,1st Round,3,Castano C.,Golds S.,Castano C.,54.0,599.0,420.75,20.75,1.14,5.0,6-3 6-4,completed,bet365,1.14,5.0,1.143,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2006-12-31,Tier 3,Outdoor,Hard,1st Round,3,Ferguson S.,Sugiyama A.,Ferguson S.,184.0,26.0,146.5,716.0,5.0,1.14,7-6 6-4,completed,bet365,5.0,1.14,5.25,1.215,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2006-12-31,Tier 3,Outdoor,Hard,1st Round,3,Hingis M.,Bammer S.,Hingis M.,7.0,49.0,2018.0,430.25,1.08,6.5,6-0 6-2,completed,bet365,1.08,6.5,1.095,9.49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2006-12-31,Tier 3,Outdoor,Hard,1st Round,3,Ivanova E.,Sequera M.,Sequera M.,183.0,103.0,148.25,280.25,2.1,1.66,4-6 2-6,completed,bet365,2.1,1.66,2.35,1.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-01,Tier 4,Outdoor,Hard,1st Round,3,Bartoli M.,Morita A.,Bartoli M.,18.0,180.0,951.0,152.0,1.16,4.5,7-6 6-3,completed,bet365,1.16,4.5,1.185,5.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-01,Tier 4,Outdoor,Hard,1st Round,3,Dulko G.,Myskina A.,Dulko G.,59.0,16.0,401.75,1000.0,3.75,1.22,6-1 6-7 6-2,completed,bet365,3.75,1.22,4.7,1.244,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-01,Tier 4,Outdoor,Hard,1st Round,3,Johansson M.,Laine E.,Laine E.,140.0,74.0,204.5,349.75,2.37,1.53,6-7 1-6,completed,bet365,2.37,1.53,2.63,1.578,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-01,Tier 4,Outdoor,Hard,1st Round,3,Kanepi K.,Razzano V.,Razzano V.,78.0,88.0,343.5,319.0,1.83,1.83,6-7 1-6,completed,bet365,1.83,1.83,1.917,1.99,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-01,Tier 4,Outdoor,Hard,1st Round,3,Kostanic J.,Daniilidou E.,Daniilidou E.,51.0,36.0,422.75,538.75,2.87,1.36,3-6 6-4 1-6,completed,bet365,2.87,1.36,3.81,1.322,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-01,Tier 4,Outdoor,Hard,1st Round,3,Loit E.,Birnerova E.,Loit E.,56.0,84.0,418.5,324.75,1.72,2.0,6-1 6-1,completed,bet365,1.72,2.0,1.82,2.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-01,Tier 4,Outdoor,Hard,1st Round,3,Nakamura A.,Craybas J.,Craybas J.,57.0,70.0,405.0,365.5,1.83,1.83,5-7 2-6,completed,bet365,1.83,1.83,1.87,2.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-01,Tier 4,Outdoor,Hard,1st Round,3,Perry S.,Pin C.,Pin C.,44.0,75.0,455.25,349.0,1.5,2.5,3-6 7-5 2-6,completed,bet365,1.5,2.5,1.667,2.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-01,Tier 4,Outdoor,Hard,1st Round,3,Sun T.T.,Baker L.,Sun T.T.,81.0,272.0,332.25,90.5,1.33,3.0,6-1 6-1,completed,bet365,1.33,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-01,Tier 4,Outdoor,Hard,1st Round,3,Tu M.,Erakovic M.,Erakovic M.,90.0,162.0,312.0,171.0,1.5,2.5,3-6 6-4 5-7,completed,bet365,1.5,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-01,Tier 3,Outdoor,Hard,1st Round,3,Groenefeld A.L.,Garbin T.,Garbin T.,19.0,38.0,922.0,529.75,1.72,2.0,6-7 7-6 3-6,completed,bet365,1.72,2.0,1.935,1.971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-01,Tier 3,Outdoor,Hard,1st Round,3,Ivanovic A.,Vinci R.,Ivanovic A.,14.0,85.0,1053.0,324.0,1.19,4.0,7-5 6-1,completed,bet365,1.19,4.0,1.24,4.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-01,Tier 3,Outdoor,Hard,1st Round,3,King V.,Srebotnik K.,Srebotnik K.,60.0,23.0,398.75,819.0,2.37,1.53,4-6 3-6,completed,bet365,2.37,1.53,2.51,1.621,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-01,Tier 3,Outdoor,Hard,1st Round,3,Li N.,Zahlavova S.,Li N.,21.0,156.0,875.75,176.0,1.16,4.5,6-0 6-4,completed,bet365,1.16,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-01,Tier 3,Outdoor,Hard,1st Round,3,Pennetta F.,Kirilenko M.,Kirilenko M.,28.0,30.0,692.0,637.0,1.53,2.37,1-6 2-6,completed,bet365,1.53,2.37,1.606,2.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-01,Tier 3,Outdoor,Hard,1st Round,3,Poutchkova O.,Fedak Y.,Poutchkova O.,39.0,80.0,525.25,334.0,1.5,2.5,6-7 7-6 6-3,completed,bet365,1.5,2.5,1.446,3.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-01,Tier 3,Outdoor,Hard,1st Round,3,Pratt N.,Bovina E.,Pratt N.,77.0,1431.0,344.75,2.0,1.57,2.25,6-2 6-7 6-1,completed,bet365,1.57,2.25,1.685,2.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-01,Tier 3,Outdoor,Hard,1st Round,3,Shaughnessy M.,Peer S.,Peer S.,37.0,20.0,531.0,894.0,3.5,1.25,1-6 7-5 0-6,completed,bet365,3.5,1.25,4.0,1.303,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-01,Tier 3,Outdoor,Hard,1st Round,3,Stosur S.,Peng S.,Stosur S.,29.0,55.0,685.0,419.0,1.44,2.62,5-7 6-2 6-1,completed,bet365,1.44,2.62,1.465,2.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-02,Tier 4,Outdoor,Hard,1st Round,3,Bychkova E.,Meusburger Y.,Meusburger Y.,76.0,135.0,345.0,210.75,2.0,1.72,5-7 0-6,completed,bet365,2.0,1.72,2.14,1.806,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-02,Tier 4,Outdoor,Hard,1st Round,3,Hantuchova D.,Cibulkova D.,Hantuchova D.,17.0,153.0,986.0,181.5,1.28,3.25,6-1 3-6 6-2,completed,bet365,1.28,3.25,1.185,5.91,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-02,Tier 4,Outdoor,Hard,1st Round,3,Jankovic J.,Schruff J.,Jankovic J.,12.0,82.0,1211.0,326.75,1.12,5.5,6-3 6-4,completed,bet365,1.12,5.5,1.159,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-02,Tier 4,Outdoor,Hard,1st Round,3,Oprandi R.,Granville L.,Granville L.,53.0,68.0,421.0,372.5,2.1,1.66,3-6 4-6,completed,bet365,2.1,1.66,2.44,1.649,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-02,Tier 4,Outdoor,Hard,1st Round,3,Osterloh L.,Zvonareva V.,Zvonareva V.,118.0,24.0,258.5,781.0,5.0,1.14,7-5 2-6 3-6,completed,bet365,5.0,1.14,6.11,1.178,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-02,Tier 4,Outdoor,Hard,1st Round,3,Suarez P.,Muller M.,Suarez P.,178.0,34.0,155.75,545.0,1.57,2.25,3-6 6-1 6-1,completed,bet365,1.57,2.25,1.556,2.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-02,Tier 4,Outdoor,Hard,2nd Round,3,Bartoli M.,Loit E.,Loit E.,18.0,56.0,951.0,418.5,1.28,3.25,5-7 4-6,completed,bet365,1.28,3.25,1.272,4.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-02,Tier 4,Outdoor,Hard,2nd Round,3,Dulko G.,Craybas J.,Craybas J.,59.0,70.0,401.75,365.5,2.0,1.72,3-6 5-7,completed,bet365,2.0,1.72,2.25,1.741,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-02,Tier 3,Outdoor,Hard,1st Round,3,Likhovtseva E.,Safina D.,Safina D.,43.0,11.0,462.0,1390.0,3.25,1.28,3-6 2-6,completed,bet365,3.25,1.28,3.57,1.361,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-02,Tier 3,Outdoor,Hard,2nd Round,3,Bremond S.,Garbin T.,Garbin T.,40.0,38.0,521.0,529.75,1.8,1.9,3-6 1-6,completed,bet365,1.8,1.9,2.04,1.877,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-02,Tier 3,Outdoor,Hard,2nd Round,3,Castano C.,Li N.,Castano C.,54.0,21.0,420.75,875.75,4.0,1.19,6-4 1-6 6-2,completed,bet365,4.0,1.19,5.0,1.227,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-02,Tier 3,Outdoor,Hard,2nd Round,3,Pratt N.,Hingis M.,Hingis M.,77.0,7.0,344.75,2018.0,9.0,1.04,0-6 1-6,completed,bet365,9.0,1.04,16.0,1.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-02,Tier 3,Outdoor,Hard,2nd Round,3,Vesnina E.,Srebotnik K.,Vesnina E.,47.0,23.0,445.25,819.0,2.5,1.5,6-3 6-2,completed,bet365,2.5,1.5,2.92,1.472,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-03,Tier 4,Outdoor,Hard,2nd Round,3,Erakovic M.,Daniilidou E.,Daniilidou E.,162.0,36.0,171.0,538.75,4.0,1.22,4-6 6-2 4-6,completed,bet365,4.0,1.22,4.0,1.303,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-03,Tier 4,Outdoor,Hard,2nd Round,3,Hantuchova D.,Razzano V.,Razzano V.,17.0,88.0,986.0,319.0,1.28,3.25,1-6 5-7,completed,bet365,1.28,3.25,1.307,3.96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-03,Tier 4,Outdoor,Hard,2nd Round,3,Laine E.,Jankovic J.,Jankovic J.,74.0,12.0,349.75,1211.0,5.0,1.14,2-6 1-6,completed,bet365,5.0,1.14,7.1,1.149,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-03,Tier 4,Outdoor,Hard,2nd Round,3,Pin C.,Meusburger Y.,Pin C.,75.0,135.0,349.0,210.75,1.53,2.37,2-6 6-3 6-3,completed,bet365,1.53,2.37,1.654,2.43,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-03,Tier 4,Outdoor,Hard,2nd Round,3,Sun T.T.,Suarez P.,Suarez P.,81.0,178.0,332.25,155.75,2.37,1.53,5-7 4-6,completed,bet365,2.37,1.53,2.58,1.595,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-03,Tier 4,Outdoor,Hard,2nd Round,3,Zvonareva V.,Granville L.,Zvonareva V.,24.0,68.0,781.0,372.5,1.28,3.25,6-4 6-1,completed,bet365,1.28,3.25,1.234,4.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-03,Tier 4,Outdoor,Hard,Quarterfinals,3,Loit E.,Pin C.,Pin C.,56.0,75.0,418.5,349.0,1.61,2.2,3-6 3-6,completed,bet365,1.61,2.2,1.763,2.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-03,Tier 3,Outdoor,Hard,2nd Round,3,Ferguson S.,Stosur S.,Stosur S.,184.0,29.0,146.5,685.0,5.5,1.12,3-6 4-6,completed,bet365,5.5,1.12,7.77,1.134,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-03,Tier 3,Outdoor,Hard,2nd Round,3,Ivanovic A.,Sequera M.,Ivanovic A.,14.0,103.0,1053.0,280.25,1.1,6.0,6-1 6-2,completed,bet365,1.1,6.0,1.123,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-03,Tier 3,Outdoor,Hard,2nd Round,3,Kirilenko M.,Safina D.,Safina D.,30.0,11.0,637.0,1390.0,2.75,1.39,2-6 5-7,completed,bet365,2.75,1.39,3.01,1.452,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-03,Tier 3,Outdoor,Hard,2nd Round,3,Peer S.,Poutchkova O.,Peer S.,20.0,39.0,894.0,525.25,1.28,3.25,6-3 6-2,completed,bet365,1.28,3.25,1.325,3.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-04,Tier 4,Outdoor,Hard,Quarterfinals,3,Craybas J.,Suarez P.,Craybas J.,70.0,178.0,365.5,155.75,2.0,1.72,6-3 7-6,completed,bet365,2.0,1.72,2.2,1.769,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-04,Tier 4,Outdoor,Hard,Quarterfinals,3,Jankovic J.,Daniilidou E.,Jankovic J.,12.0,36.0,1211.0,538.75,1.19,4.0,6-3 6-4,completed,bet365,1.19,4.0,1.241,4.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-04,Tier 4,Outdoor,Hard,Quarterfinals,3,Razzano V.,Zvonareva V.,Zvonareva V.,88.0,24.0,319.0,781.0,3.25,1.28,5-7 0-2,retired,bet365,3.25,1.28,3.34,1.394,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-04,Tier 3,Outdoor,Hard,Quarterfinals,3,Hingis M.,Castano C.,Hingis M.,7.0,54.0,2018.0,420.75,1.04,9.0,6-3 6-1,completed,bet365,1.04,9.0,1.043,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-04,Tier 3,Outdoor,Hard,Quarterfinals,3,Ivanovic A.,Peer S.,Peer S.,14.0,20.0,1053.0,894.0,1.53,2.37,7-5 4-6 4-6,completed,bet365,1.53,2.37,1.637,2.47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-04,Tier 3,Outdoor,Hard,Quarterfinals,3,Stosur S.,Safina D.,Safina D.,29.0,11.0,685.0,1390.0,2.37,1.53,6-7 3-6,completed,bet365,2.37,1.53,2.54,1.61,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-04,Tier 3,Outdoor,Hard,Quarterfinals,3,Vesnina E.,Garbin T.,Garbin T.,47.0,38.0,445.25,529.75,1.53,2.37,5-7 2-6,completed,bet365,1.53,2.37,1.578,2.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-05,Tier 4,Outdoor,Hard,Semifinals,3,Pin C.,Jankovic J.,Jankovic J.,75.0,12.0,349.0,1211.0,6.0,1.11,0-3,retired,bet365,6.0,1.11,9.25,1.098,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-05,Tier 4,Outdoor,Hard,Semifinals,3,Zvonareva V.,Craybas J.,Zvonareva V.,24.0,70.0,781.0,365.5,1.25,3.75,6-3 7-5,completed,bet365,1.25,3.75,1.299,4.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-05,Tier 3,Outdoor,Hard,Semifinals,3,Garbin T.,Hingis M.,Hingis M.,38.0,7.0,529.75,2018.0,8.0,1.05,4-3,retired,bet365,8.0,1.05,13.4,1.065,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-05,Tier 3,Outdoor,Hard,Semifinals,3,Safina D.,Peer S.,Safina D.,11.0,20.0,1390.0,894.0,1.57,2.25,4-6 7-6 6-1,completed,bet365,1.57,2.25,1.735,2.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ASB Classic,2007-01-06,Tier 4,Outdoor,Hard,The Final,3,Zvonareva V.,Jankovic J.,Jankovic J.,24.0,12.0,781.0,1211.0,2.37,1.53,6-7 7-5 3-6,completed,bet365,2.37,1.53,2.5,1.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mondial Australian Women's Hardcourts,2007-01-06,Tier 3,Outdoor,Hard,The Final,3,Safina D.,Hingis M.,Safina D.,11.0,7.0,1390.0,2018.0,3.0,1.36,6-3 3-6 7-5,completed,bet365,3.0,1.36,3.28,1.403,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-07,Tier 2,Outdoor,Hard,1st Round,3,Dellacqua C.,Ivanovic A.,Ivanovic A.,159.0,14.0,175.25,1087.0,10.0,1.091,3-6 4-6,completed,pinnacle,-1.0,-1.0,10.0,1.091,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-07,Tier 2,Outdoor,Hard,1st Round,3,Hantuchova D.,Vaidisova N.,Vaidisova N.,17.0,11.0,968.0,1391.0,2.71,1.552,1-6 4-6,completed,pinnacle,-1.0,-1.0,2.71,1.552,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-07,Tier 2,Outdoor,Hard,1st Round,3,Li N.,Schiavone F.,Li N.,21.0,15.0,879.75,1032.0,2.2,1.769,6-4 7-5,completed,pinnacle,-1.0,-1.0,2.2,1.769,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-07,Tier 2,Outdoor,Hard,1st Round,3,Peer S.,Groenefeld A.L.,Peer S.,18.0,19.0,934.0,922.0,1.373,3.48,6-4 6-2,completed,pinnacle,-1.0,-1.0,1.373,3.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-07,Tier 4,Outdoor,Hard,1st Round,3,Chakvetadze A.,Dominguez Lino L.,Chakvetadze A.,13.0,51.0,1144.0,421.75,1.167,6.4,6-0 6-4,completed,pinnacle,-1.0,-1.0,1.167,6.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Dushevina V.,Schnyder P.,Schnyder P.,101.0,9.0,288.0,1578.0,3.75,1.22,3-6 6-4 3-6,completed,bet365,3.75,1.22,4.02,1.301,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Fedak Y.,Bartoli M.,Fedak Y.,82.0,20.0,338.0,881.0,3.25,1.3,7-6 6-2,completed,bet365,3.25,1.3,4.04,1.299,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Hingis M.,Jankovic J.,Jankovic J.,7.0,12.0,2063.0,1296.0,1.83,1.83,4-6 6-4 3-6,completed,bet365,1.83,1.83,2.01,1.901,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Peng S.,Golovin T.,Golovin T.,54.0,22.0,419.0,828.0,2.5,1.44,4-6 5-7,completed,bet365,2.5,1.44,2.78,1.524,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Pratt N.,Safina D.,Pratt N.,72.0,10.0,363.75,1475.0,7.0,1.07,4-6 6-3 6-2,completed,bet365,7.0,1.07,10.72,1.085,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Srebotnik K.,Bovina E.,Srebotnik K.,23.0,1323.0,825.0,3.0,1.19,4.0,6-3 6-1,completed,bet365,1.19,4.0,1.224,5.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Sugiyama A.,Dementieva E.,Dementieva E.,26.0,8.0,716.0,1875.0,3.25,1.28,7-6 6-7 0-6,completed,bet365,3.25,1.28,3.97,1.306,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Zvonareva V.,Stosur S.,Stosur S.,24.0,27.0,794.0,704.0,1.57,2.25,1-6 4-6,completed,bet365,1.57,2.25,1.719,2.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-08,Tier 4,Outdoor,Hard,1st Round,3,Arvidsson S.,Williams S.,Williams S.,60.0,94.0,395.75,301.0,5.0,1.12,4-6 0-6,completed,bet365,5.0,1.12,7.95,1.131,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-08,Tier 4,Outdoor,Hard,1st Round,3,Bammer S.,Harkleroad A.,Bammer S.,56.0,87.0,415.25,320.0,2.0,1.72,7-6 6-1,completed,bet365,2.0,1.72,1.833,2.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-08,Tier 4,Outdoor,Hard,1st Round,3,Bardina V.,Dulko G.,Bardina V.,70.0,55.0,365.5,415.75,-1.0,-1.0,6-1 6-3,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-08,Tier 4,Outdoor,Hard,1st Round,3,Bremond S.,Krajicek M.,Bremond S.,38.0,37.0,537.0,542.0,2.62,1.44,3-6 6-1 6-0,completed,bet365,2.62,1.44,2.93,1.469,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-08,Tier 4,Outdoor,Hard,1st Round,3,Kirilenko M.,Mirza S.,Mirza S.,29.0,66.0,633.0,382.0,1.83,1.83,4-6 4-6,completed,bet365,1.83,1.83,2.03,1.885,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-08,Tier 4,Outdoor,Hard,1st Round,3,Kostanic J.,Molik A.,Molik A.,53.0,165.0,420.25,169.75,3.0,1.33,6-4 1-6 2-6,completed,bet365,3.0,1.33,3.7,1.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-08,Tier 4,Outdoor,Hard,1st Round,3,Likhovtseva E.,Oprandi R.,Oprandi R.,44.0,52.0,451.0,421.0,1.485,2.86,6-7 1-6,completed,pinnacle,-1.0,-1.0,1.485,2.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-08,Tier 4,Outdoor,Hard,1st Round,3,Medina Garrigues A.,Vesnina E.,Medina Garrigues A.,28.0,42.0,684.0,469.75,1.72,2.0,6-1 6-3,completed,bet365,1.72,2.0,2.06,1.862,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-08,Tier 4,Outdoor,Hard,1st Round,3,Moore J.,Bondarenko A.,Bondarenko A.,992.0,32.0,6.75,585.75,7.0,1.07,2-6 6-7,completed,bet365,7.0,1.07,11.0,1.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-08,Tier 4,Outdoor,Hard,1st Round,3,Muller M.,Safarova L.,Safarova L.,36.0,74.0,545.0,356.0,2.37,1.53,6-7 2-6,completed,bet365,2.37,1.53,2.52,1.617,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-08,Tier 4,Outdoor,Hard,1st Round,3,Nakamura A.,Pennetta F.,Nakamura A.,64.0,31.0,390.0,608.0,-1.0,-1.0,7-5 7-5,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-08,Tier 4,Outdoor,Hard,1st Round,3,Santangelo M.,Camerin M.E.,Santangelo M.,30.0,50.0,611.5,426.5,1.57,2.25,7-5 2-6 6-3,completed,bet365,1.57,2.25,1.571,2.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-08,Tier 4,Outdoor,Hard,1st Round,3,Vinci R.,Castano C.,Castano C.,83.0,46.0,331.0,449.0,1.72,2.0,3-6 4-6,completed,bet365,1.72,2.0,1.625,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-08,Tier 4,Outdoor,Hard,1st Round,3,Zheng J.,Foretz S.,Zheng J.,34.0,111.0,560.75,266.25,1.481,2.88,6-2 6-2,completed,pinnacle,-1.0,-1.0,1.481,2.88,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Dementieva E.,Li N.,Li N.,8.0,21.0,1875.0,879.75,1.39,2.75,6-3 1-6 5-7,completed,bet365,1.39,2.75,1.476,2.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Fedak Y.,Vaidisova N.,Vaidisova N.,82.0,11.0,338.0,1391.0,6.0,1.1,3-6 1-6,completed,bet365,6.0,1.1,6.83,1.156,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
